mean,group
3045112.75,n=20
3954852,n=20
5833687.05,n=20
4482273.4,n=20
4895179.7,n=20
5490431.25,n=20
4220418.2,n=20
4094363.8,n=20
4689260.2,n=20
3608971.05,n=20
4033905.4,n=20
3450882.5,n=20
3087173.2,n=20
3220254.35,n=20
4425635.65,n=20
3568076.85,n=20
3950986.65,n=20
4038574.05,n=20
3326379.85,n=20
4830656.85,n=20
4238264.15,n=20
3560229.7,n=20
4360276.15,n=20
3932281.45,n=20
3290980.45,n=20
6371643.7,n=20
3195963.35,n=20
3785949.35,n=20
6794739,n=20
2947811.6,n=20
4002772.05,n=20
4474876.85,n=20
6111545.35,n=20
3698400,n=20
4436266.85,n=20
4836004.9,n=20
4058667.55,n=20
4015596.85,n=20
4158217.7,n=20
3328115.7,n=20
2710980.25,n=20
2224823.15,n=20
4511489.5,n=20
5053394.25,n=20
2972115.25,n=20
2917031.55,n=20
4097523.15,n=20
4010520.5,n=20
6907086.35,n=20
4215723.15,n=20
3534710.6,n=20
5920019.9,n=20
3707003.05,n=20
4064551.05,n=20
3034566.9,n=20
3888888.8,n=20
4197417.85,n=20
4051247.55,n=20
2727849.9,n=20
3902657.35,n=20
4267896.9,n=20
5420356.7,n=20
5473764.35,n=20
4387537.95,n=20
4932818.65,n=20
6107031.25,n=20
3490632.25,n=20
3338467.85,n=20
4702541.9,n=20
5294850,n=20
4408657.85,n=20
4732910.65,n=20
4771320.15,n=20
4988388.6,n=20
4280108.9,n=20
6301690.8,n=20
1891039.4,n=20
5735180.3,n=20
4614873.15,n=20
5305794.25,n=20
3512152.95,n=20
3324397.5,n=20
1880581.1,n=20
3580131.7,n=20
3396284.7,n=20
4148304.45,n=20
2759045.5,n=20
6582805,n=20
4398219.9,n=20
4326127.65,n=20
6656527.05,n=20
4715181.45,n=20
5221310.55,n=20
7302059.1,n=20
3841294.55,n=20
3479301.35,n=20
3552544.45,n=20
4420207.2,n=20
4821629.95,n=20
2947195.95,n=20
4899328.3,n=20
2957252.6,n=20
4734356.2,n=20
3923471.5,n=20
4179372.3,n=20
4655602.9,n=20
2696664.2,n=20
4360676.5,n=20
4625036.85,n=20
4334796.6,n=20
4179098.15,n=20
5591120.95,n=20
3190365.45,n=20
3640526,n=20
3852624.2,n=20
4388889.2,n=20
4977169.2,n=20
4050253.5,n=20
5230105.8,n=20
3702561.75,n=20
5435161.65,n=20
3832975.4,n=20
3284058.95,n=20
4193871.85,n=20
3231480.6,n=20
2454316.9,n=20
5941648.6,n=20
4375444.3,n=20
5110714.45,n=20
3312315.85,n=20
5638461.15,n=20
4215111.35,n=20
6214318.85,n=20
2538526.9,n=20
4971131.3,n=20
3337828.05,n=20
2853189.25,n=20
5027239.55,n=20
5457213.1,n=20
5752333.6,n=20
4655426.15,n=20
5364520.05,n=20
3261618.6,n=20
3817489.25,n=20
2056727.4,n=20
4212082.7,n=20
3568707.7,n=20
6110369.25,n=20
5812549.7,n=20
3600146.5,n=20
5068363.45,n=20
3246659.95,n=20
4296792.15,n=20
3795073.4,n=20
2682430.6,n=20
4060886.1,n=20
5175726.1,n=20
4536197.35,n=20
5600694.9,n=20
4200254.2,n=20
3871760.25,n=20
3289767,n=20
3139195.15,n=20
3458397.95,n=20
4200508.8,n=20
4603383.6,n=20
2974137.1,n=20
3967572.85,n=20
4741268.15,n=20
4565466.6,n=20
2412799.5,n=20
3683472.45,n=20
3708978.45,n=20
5802358.3,n=20
3804088,n=20
6278494.1,n=20
4094690.45,n=20
3098252.35,n=20
5505825,n=20
3695328.3,n=20
5443942.45,n=20
5253581.85,n=20
2746739.5,n=20
3463309.25,n=20
3889614.7,n=20
3670494.8,n=20
3003843.8,n=20
5316254.35,n=20
3208026.2,n=20
4634658.8,n=20
4706830.3,n=20
3820092.55,n=20
3498891.05,n=20
3848167.55,n=20
4652085.45,n=20
3574858.9,n=20
4543257.4,n=20
2793632.25,n=20
5452563.25,n=20
7353994.8,n=20
5252513.5,n=20
4249823.25,n=20
5157786.9,n=20
3658800.9,n=20
4398722.5,n=20
3645962.25,n=20
4324644,n=20
4154576.4,n=20
5198010.95,n=20
3192635.2,n=20
5390791.7,n=20
5896997.15,n=20
3687107.8,n=20
4421179.15,n=20
3795955.05,n=20
4912088.25,n=20
3293381.8,n=20
3694400,n=20
3833878.6,n=20
2928648.15,n=20
3625610.9,n=20
5572157.8,n=20
4245584.95,n=20
4695748.2,n=20
4620660.1,n=20
4093682.2,n=20
4227829.65,n=20
3560349.1,n=20
5076646.9,n=20
4449632.75,n=20
5958227.95,n=20
3684390.35,n=20
4274247.75,n=20
3882553.25,n=20
3756231.25,n=20
4901754.05,n=20
3910947.1,n=20
4771375.5,n=20
3399317.2,n=20
3179839.05,n=20
6207916.45,n=20
5099790.75,n=20
3205191.35,n=20
3618419.3,n=20
5484918.9,n=20
3765151.6,n=20
6134584.65,n=20
3396793.95,n=20
4330028.65,n=20
5154845.9,n=20
3704686.5,n=20
5498640.65,n=20
3430668.1,n=20
4950196.4,n=20
3911645.85,n=20
4670083,n=20
4329522.15,n=20
4716852.4,n=20
4160802.25,n=20
3294124.15,n=20
3699791.65,n=20
5405180.15,n=20
4545209.45,n=20
3529880,n=20
6001785.15,n=20
3433827.75,n=20
3967732.55,n=20
4841867.6,n=20
4363708.45,n=20
5247543.95,n=20
4341422.05,n=20
4013869.55,n=20
6226657.8,n=20
5407947.85,n=20
4136046,n=20
4035983.45,n=20
4699805.25,n=20
5504939.35,n=20
2809100.2,n=20
4399570.4,n=20
3432116.15,n=20
3716863.25,n=20
5913349.9,n=20
5071241.7,n=20
6099522.2,n=20
6268663.05,n=20
4297498.2,n=20
3030710.05,n=20
4744769.25,n=20
5915697.5,n=20
4933667.1,n=20
5062408.9,n=20
6746052.45,n=20
5188028.4,n=20
4685466.35,n=20
4173056.95,n=20
3607858.65,n=20
4554125.2,n=20
4143478.05,n=20
2855238.1,n=20
4326230.85,n=20
2945704.6,n=20
6898948.05,n=20
4487244.75,n=20
6521358.7,n=20
3115210.2,n=20
4309211.75,n=20
4436945.4,n=20
4523819.6,n=20
4434295.5,n=20
3712902.25,n=20
3155922.35,n=20
3152927.65,n=20
3950078.4,n=20
3996729.2,n=20
2731859.25,n=20
5086857.45,n=20
4178068.3,n=20
4115105.85,n=20
4133024.4,n=20
5174391.2,n=20
4209456.8,n=20
5223649.65,n=20
4776373.4,n=20
6817681.15,n=20
3160099.5,n=20
4026165.05,n=20
3076776.95,n=20
2899264.2,n=20
2807004.95,n=20
4383412.8,n=20
5746517.45,n=20
4356524.75,n=20
6109147.1,n=20
5385560.8,n=20
4505851.15,n=20
5415859.65,n=20
3487589.95,n=20
4869898.05,n=20
4299922.4,n=20
4209826.2,n=20
5273236.25,n=20
4248360.45,n=20
3497692.2,n=20
2372869.1,n=20
5534993.8,n=20
3441108.4,n=20
3384600.45,n=20
4008086.5,n=20
4539784.6,n=20
2991027.3,n=20
3040445.9,n=20
4130010.65,n=20
2295125.75,n=20
5680533.35,n=20
4838283.75,n=20
2966635.55,n=20
4765080.75,n=20
3587974.8,n=20
4804923.1,n=20
5615588.7,n=20
3491265.65,n=20
3493167.1,n=20
5007847.65,n=20
5611958.75,n=20
3863817.6,n=20
4278496.55,n=20
4000354.05,n=20
3072982.15,n=20
4444063,n=20
3460681.75,n=20
5579425.9,n=20
5200499.45,n=20
6349254,n=20
5617355.35,n=20
4849148.5,n=20
5512956.45,n=20
3468268.25,n=20
4516897.35,n=20
2943629.4,n=20
4165030.75,n=20
4690677.3,n=20
4926262.6,n=20
4950575.65,n=20
2821871.5,n=20
5144034.25,n=20
4290376.8,n=20
3084961.7,n=20
3620106.05,n=20
5732149.45,n=20
4617911.65,n=20
6196014.85,n=20
5603587.05,n=20
4830508.35,n=20
2777917.65,n=20
5188614.25,n=20
4416428.95,n=20
3060082.35,n=20
4905053.15,n=20
5743497.1,n=20
4222152.7,n=20
4254035.15,n=20
5230463.8,n=20
3612644.8,n=20
3885867.7,n=20
4259217.75,n=20
3611306.95,n=20
3272694.4,n=20
4054272.05,n=20
2828278.1,n=20
5196984.6,n=20
3334262.4,n=20
3408376.55,n=20
2588743.5,n=20
3840164.65,n=20
6626066.7,n=20
3683159.95,n=20
4232683.1,n=20
6526950.7,n=20
5766173,n=20
3504335,n=20
3333215.9,n=20
6679731.7,n=20
4367053.7,n=20
5431805,n=20
4762487.95,n=20
4188138.35,n=20
3410359.2,n=20
4553834.4,n=20
4135841.75,n=20
4422491.65,n=20
4569459.6,n=20
4226265.7,n=20
6867896.35,n=20
5604157.8,n=20
5515562.9,n=20
4551807.95,n=20
4324866.45,n=20
4347967.95,n=20
3023975.25,n=20
4314801,n=20
5884333.8,n=20
5149380.85,n=20
2746456.75,n=20
4669342.35,n=20
2874364.9,n=20
3595733.35,n=20
2868894.2,n=20
4906518.05,n=20
4100369.55,n=20
3784446.25,n=20
4680171.4,n=20
6438400,n=20
4395352.15,n=20
7783416.45,n=20
5656210.75,n=20
3438742.65,n=20
3365195.75,n=20
4526272.9,n=20
3801463.05,n=20
4699636.95,n=20
4909031.15,n=20
5033666.65,n=20
5081996.9,n=20
6027583.95,n=20
3535547.8,n=20
2770892.35,n=20
3722458.55,n=20
5894246.4,n=20
6311118.85,n=20
4241383.9,n=20
2771242.55,n=20
4174048.6,n=20
5325371.05,n=20
3221142.1,n=20
3742250,n=20
3937226.25,n=20
2550276.85,n=20
3929327.15,n=20
4002849.5,n=20
4285783.4,n=20
4283603.75,n=20
4267732.8,n=20
5310167.15,n=20
5645756.3,n=20
4855966.25,n=20
5105612.55,n=20
4986725.4,n=20
3703084.15,n=20
5632172.8,n=20
7034571,n=20
3388503.45,n=20
5464038.8,n=20
3204953.45,n=20
3215136.6,n=20
3579088.45,n=20
5519196.05,n=20
3174060.8,n=20
3973296.25,n=20
4634829.45,n=20
4560031.95,n=20
4144210.6,n=20
5435888.05,n=20
4474011.1,n=20
4695152.25,n=20
5236860.6,n=20
4454244.15,n=20
3385660.9,n=20
5683025.55,n=20
5825806.85,n=20
4141048.4,n=20
5981010.65,n=20
4480347.25,n=20
2820772.85,n=20
2053827.35,n=20
6650713.55,n=20
3980939.4,n=20
4672596.35,n=20
3063695.05,n=20
2759244.45,n=20
5214554.95,n=20
4779719.45,n=20
5841960.55,n=20
6311486.8,n=20
7093798.35,n=20
5132234.4,n=20
3986985.3,n=20
5168924.75,n=20
5020054.4,n=20
4412056.9,n=20
6685525.5,n=20
2588753.2,n=20
4496664,n=20
4787709.2,n=20
4647245.95,n=20
4392402.7,n=20
4071409.05,n=20
5261726.05,n=20
4696027.9,n=20
4164182.55,n=20
3431860.1,n=20
4181846.95,n=20
6095340.95,n=20
5178017.6,n=20
5518096.4,n=20
5585596.95,n=20
5926707.95,n=20
3732727.35,n=20
3555504.45,n=20
2840807.55,n=20
5685307.55,n=20
5347341.15,n=20
4654166.9,n=20
3572530.55,n=20
4616677.95,n=20
6308558,n=20
4505665.25,n=20
3624459.6,n=20
5559301.9,n=20
4135895.15,n=20
3713737.25,n=20
4214864.9,n=20
4550568.75,n=20
4090234.75,n=20
5357854.5,n=20
4663716.8,n=20
4313919.3,n=20
4992393.1,n=20
4682108.65,n=20
4443581.3,n=20
4342761.1,n=20
3850861.55,n=20
4071725.95,n=20
3131100,n=20
6369954.95,n=20
5287946.65,n=20
2920163.5,n=20
4018925.15,n=20
3716082.4,n=20
3934239.9,n=20
5457754.4,n=20
6520472.1,n=20
4026342.75,n=20
2766858.35,n=20
4890685.2,n=20
4837071.4,n=20
6295437.75,n=20
3514413,n=20
4218193.15,n=20
3408065.8,n=20
5991582.45,n=20
4721560.1,n=20
4211624.25,n=20
4725994.25,n=20
5676747.15,n=20
5726384.3,n=20
4411979.8,n=20
4247626.3,n=20
4625505,n=20
4343293.05,n=20
5336532.15,n=20
3525881.85,n=20
5664222.7,n=20
5699968.05,n=20
4612974.55,n=20
5577597.7,n=20
4623695.1,n=20
3617292.8,n=20
5252379.7,n=20
5847643.35,n=20
3248855.25,n=20
5616569.55,n=20
3596671.3,n=20
3253259.1,n=20
3225972.35,n=20
5296257.8,n=20
5576306.15,n=20
4885108.55,n=20
4930865.95,n=20
2808193.55,n=20
3509587.35,n=20
3964563.35,n=20
4869846,n=20
5614341.75,n=20
4327122.55,n=20
5842682.75,n=20
5499515.8,n=20
4564296.95,n=20
4899564.15,n=20
3743468.9,n=20
3307698.55,n=20
3367867.45,n=20
3672264.55,n=20
3183873.65,n=20
2833003.9,n=20
5679212.45,n=20
5255701.15,n=20
4410435.55,n=20
6332937.1,n=20
3077699.6,n=20
4003470.25,n=20
4764574.6,n=20
4855425.25,n=20
5098736.3,n=20
3603199.75,n=20
4805377.15,n=20
5078743,n=20
4052729.2,n=20
5621526.5,n=20
2992384.9,n=20
3017265.8,n=20
3884637.7,n=20
5469375.95,n=20
2840734.45,n=20
4385974.05,n=20
4372820.3,n=20
3196883.15,n=20
2994803.05,n=20
3451860.6,n=20
4767683.35,n=20
4526421.35,n=20
3932113.15,n=20
3829335.3,n=20
4003389.05,n=20
2939376.35,n=20
6642144.25,n=20
3621338.3,n=20
5873315.7,n=20
3564589.45,n=20
4878536.85,n=20
4362583.35,n=20
4382183.5,n=20
4954372.25,n=20
5744640.25,n=20
4168050.45,n=20
5464814.85,n=20
3977478.45,n=20
5160778.45,n=20
2953578.35,n=20
5371723.5,n=20
5701594.05,n=20
6952361.6,n=20
1972112.05,n=20
2913752.3,n=20
2977601.95,n=20
4428712.3,n=20
3889918.45,n=20
2524902.55,n=20
3823775.25,n=20
7541505.05,n=20
3946217.25,n=20
6929338.55,n=20
5911278.8,n=20
4981637.6,n=20
5404653.7,n=20
3444078.45,n=20
4281425.2,n=20
3701870.45,n=20
3245026.75,n=20
5093067.85,n=20
3328395.9,n=20
4041268.85,n=20
3987816.05,n=20
6573174.55,n=20
3710117.95,n=20
6490963.05,n=20
5592815.05,n=20
3253537.5,n=20
5558095.9,n=20
1488421.85,n=20
3883293.05,n=20
4754671.05,n=20
4821635.45,n=20
5805675.2,n=20
4763003.8,n=20
3828853,n=20
4056901.2,n=20
4441674.95,n=20
3716791.3,n=20
4041987.95,n=20
5306027.65,n=20
4204856.55,n=20
5401424.1,n=20
4494189.3,n=20
5524845,n=20
5998462.1,n=20
3212815.95,n=20
3032707.9,n=20
5577214.1,n=20
4561402.1,n=20
4440619.5,n=20
5448820.95,n=20
5326430.9,n=20
4592819.6,n=20
5234917.4,n=20
6334715.35,n=20
6395100.4,n=20
6533571.05,n=20
3419876.6,n=20
4290980.65,n=20
4438426.25,n=20
5869084.65,n=20
2945277.15,n=20
3094149.85,n=20
3451949.5,n=20
3013211.8,n=20
5119018.95,n=20
2985169.75,n=20
5268688.5,n=20
4659714.15,n=20
3475222.2,n=20
3708544.25,n=20
5333697.4,n=20
5374008.15,n=20
4579178.75,n=20
5219833.75,n=20
2914755.35,n=20
4632832.85,n=20
5455514.9,n=20
4540836.15,n=20
2655815.4,n=20
4856008.05,n=20
3839416.05,n=20
4314228.35,n=20
5087178.45,n=20
5212979.15,n=20
6064550.65,n=20
4473524.9,n=20
3688456.25,n=20
5256874.4,n=20
4160284.65,n=20
4213273.9,n=20
3442416.3,n=20
3364425.4,n=20
4384133.1,n=20
5508928.4,n=20
3864755.85,n=20
5920137.7,n=20
3432080.9,n=20
4398724.85,n=20
5304240.85,n=20
2521160.4,n=20
2994135.55,n=20
4121141.15,n=20
6137466.25,n=20
4136871.2,n=20
4314194.75,n=20
6381168.55,n=20
4035350.2,n=20
4021239.2,n=20
6403276,n=20
5483613.75,n=20
4909933.75,n=20
3175881.65,n=20
5072219.65,n=20
3003824.15,n=20
2453607.6,n=20
4253441.5,n=20
5144641.05,n=20
5543857.95,n=20
6939244.65,n=20
6045963.15,n=20
4775903.65,n=20
3237909.3,n=20
4189444.85,n=20
2781820.55,n=20
3292569.25,n=20
4053436.2,n=20
5419749.6,n=20
3481348.35,n=20
3168727.75,n=20
4188661.35,n=20
6027948.05,n=20
4220981.7,n=20
4435225.5,n=20
5207733.35,n=20
4932629.7,n=20
4054692.55,n=20
5733274.95,n=20
3235814.5,n=20
5246322.45,n=20
3422388.45,n=20
4733355.6,n=20
3862970.15,n=20
5210272.7,n=20
3648831.45,n=20
6126034.65,n=20
5933729.35,n=20
5948434.25,n=20
4284217.55,n=20
3835703.35,n=20
3743012.15,n=20
5162824.75,n=20
4554697.75,n=20
5984627.6,n=20
3403441.1,n=20
5302820.5,n=20
3133353.15,n=20
3399122.25,n=20
6223739.3,n=20
2769035.2,n=20
4335575.35,n=20
3413909.75,n=20
3960465.9,n=20
8233203.05,n=20
3175068.4,n=20
4349592.25,n=20
3381209.95,n=20
5414057.95,n=20
4409309.2,n=20
5800309.85,n=20
6028793.9,n=20
4335451.8,n=20
4703532.55,n=20
3249913.4,n=20
5514831.45,n=20
4125561.6,n=20
3557385.35,n=20
4652087.75,n=20
3807057.8,n=20
4547343.55,n=20
2520517.75,n=20
5409725.25,n=20
3600576.1,n=20
2239211.75,n=20
2896870.3,n=20
5197762.7,n=20
4022296.25,n=20
4360134.8,n=20
4453201.2,n=20
6111509.9,n=20
3952988.4,n=20
3259434.75,n=20
3551655.9,n=20
4260308,n=20
4785871.65,n=20
5750519.2,n=20
2568579.2,n=20
3675597.75,n=20
3398989.65,n=20
5347855.95,n=20
