"values","group"
9.92109726940187,"group1"
10.3024622629439,"group1"
9.34721649341964,"group1"
11.1801246159024,"group1"
8.0359920385985,"group1"
9.27048711415258,"group1"
11.0226297619803,"group1"
10.287657103692,"group1"
8.76053911368945,"group1"
10.6245046964626,"group1"
9.24203912486801,"group1"
10.6033103234203,"group1"
11.7912526255017,"group1"
8.93931606242872,"group1"
10.0463349598793,"group1"
11.3124022273102,"group1"
8.6562645261375,"group1"
9.2222036543977,"group1"
9.31608077607311,"group1"
9.7886247401144,"group1"
8.91837424563417,"group1"
10.4338507877355,"group1"
10.6045407078316,"group1"
9.48466934665712,"group1"
9.29008864168102,"group1"
10.0783718369683,"group1"
10.3060260257887,"group1"
8.87640085714839,"group1"
11.1976201904801,"group1"
8.55191676881527,"group1"
8.97552177347978,"group1"
11.7826979075075,"group1"
11.4470805122206,"group1"
9.89791093649236,"group1"
11.0375893812572,"group1"
9.22658360014313,"group1"
8.70674660867569,"group1"
9.50316950416193,"group1"
9.11488178474795,"group1"
10.8411855078031,"group1"
11.6613382105621,"group1"
10.927208265963,"group1"
11.6869194014586,"group1"
9.61170677462978,"group1"
11.1939516441495,"group1"
11.1318574609243,"group1"
11.392169967757,"group1"
7.48965265538184,"group1"
7.49990241902664,"group1"
9.69065200213281,"group1"
9.84177437729465,"group1"
9.71443739729702,"group1"
10.8079785080185,"group1"
9.91349497608354,"group1"
10.9895011213268,"group1"
8.0695566034968,"group1"
12.9208431822828,"group1"
8.51487166604495,"group1"
10.087558443706,"group1"
9.06694955309617,"group1"
11.4171257034521,"group1"
9.88970762324177,"group1"
11.7162521530545,"group1"
9.28697908405045,"group1"
10.4134505438926,"group1"
11.2451873729317,"group1"
9.73814219871972,"group1"
10.2214729545117,"group1"
10.451554715834,"group1"
10.6608559472265,"group1"
9.57747471173238,"group1"
10.2504157872662,"group1"
10.7727982491908,"group1"
9.54135366365101,"group1"
10.2091588687959,"group1"
10.0728254994753,"group1"
10.2099318040437,"group1"
9.95282840809748,"group1"
11.6681467366981,"group1"
8.93025446918087,"group1"
11.676095270916,"group1"
8.73977438938677,"group1"
9.89926474219289,"group1"
10.4838133464347,"group1"
11.2906398804311,"group1"
9.79623044812934,"group1"
10.3861923973663,"group1"
8.91070755768416,"group1"
10.1740039147272,"group1"
10.1462166084523,"group1"
9.58033511683428,"group1"
8.3450568378101,"group1"
8.0378902001523,"group1"
10.8296664271811,"group1"
10.7194668617582,"group1"
9.58119852431934,"group1"
10.990698772389,"group1"
10.1099564874065,"group1"
8.54409418968326,"group1"
9.69158981089164,"group1"
9.87647549031231,"group1"
9.90278785076273,"group1"
11.5866859467764,"group1"
9.36815964675996,"group1"
10.8494195265179,"group1"
10.4591504224928,"group1"
10.9921756481341,"group1"
10.5481955168991,"group1"
8.88023290607025,"group1"
8.33694520836795,"group1"
11.9206902548841,"group1"
8.67717775266936,"group1"
10.6424250519042,"group1"
9.0320095924272,"group1"
10.969620986945,"group1"
9.03055291638425,"group1"
8.72305999748688,"group1"
8.58514270664831,"group1"
10.2833545851825,"group1"
10.1727295633069,"group1"
9.33395857088209,"group1"
10.2378868167555,"group1"
9.82305984041944,"group1"
11.8614593842707,"group1"
10.7737607454399,"group1"
10.0490354206687,"group1"
10.9695071098714,"group1"
9.38676285049791,"group1"
11.13069025581,"group1"
9.94608705208959,"group1"
9.42855450841682,"group1"
7.55852333826989,"group1"
11.4861071367478,"group1"
10.482814443082,"group1"
10.9126202314763,"group1"
9.40508752934203,"group1"
9.0447385453124,"group1"
8.93489869450118,"group1"
9.18705289904278,"group1"
10.2368887066861,"group1"
9.31963799185844,"group1"
10.0737863291187,"group1"
10.4536604009472,"group1"
9.8784393458725,"group1"
8.39552940069306,"group1"
8.8283129139446,"group1"
9.82555687981358,"group1"
9.87477593021886,"group1"
9.12009873623169,"group1"
11.5746813651701,"group1"
9.38129821400301,"group1"
9.588183087453,"group1"
9.16767745960969,"group1"
9.97938304392105,"group1"
11.0478126917613,"group1"
8.62811372189704,"group1"
11.2900692908068,"group1"
7.42316017638799,"group1"
10.50494695632,"group1"
8.78426490021343,"group1"
9.66663729016831,"group1"
9.56039036642841,"group1"
10.4170084887581,"group1"
8.97150046395874,"group1"
10.0375059356822,"group1"
10.5814297620091,"group1"
8.94293747356315,"group1"
11.3037013949595,"group1"
10.9496966844998,"group1"
9.66650102707017,"group1"
9.60374919144711,"group1"
9.05682210319498,"group1"
11.0666308188774,"group1"
9.25003160137983,"group1"
11.5403275827437,"group1"
11.2690025380233,"group1"
9.14684473954862,"group1"
11.5016949427857,"group1"
12.8763559374082,"group1"
10.4270067713787,"group1"
11.0936383228643,"group1"
8.99599602834149,"group1"
11.8218242905611,"group1"
10.5149613060766,"group1"
12.0127591893494,"group1"
10.0025965604594,"group1"
10.0613424894794,"group1"
9.02194343879043,"group1"
10.0573895953514,"group1"
11.374512079565,"group1"
9.93758533650103,"group1"
10.8480363626022,"group1"
9.48119624159721,"group1"
10.6688758234513,"group1"
9.8802512622202,"group1"
9.93265955004082,"group1"
9.63978003929234,"group1"
10.0923859976719,"group1"
9.03998732662047,"group1"
10.012674227706,"group1"
10.0245996571672,"group1"
11.6044372752023,"group1"
9.63046091356825,"group1"
10.0095409232045,"group1"
10.0603493365881,"group1"
9.11199437890822,"group1"
9.53986895142301,"group1"
11.3578173151655,"group1"
9.951097111267,"group1"
8.18242982542722,"group1"
9.17301759987828,"group1"
10.3955217255445,"group1"
9.68315618886662,"group1"
9.78461406939051,"group1"
10.0134504449862,"group1"
8.72498349714185,"group1"
8.93610941659039,"group1"
10.2368731861759,"group1"
10.3931538319744,"group1"
10.924508145561,"group1"
9.88009059941911,"group1"
10.3164634466869,"group1"
9.24126819972605,"group1"
10.6273458827496,"group1"
11.9471403408169,"group1"
10.91944936817,"group1"
8.45970562634391,"group1"
10.2820076673654,"group1"
8.912292533739,"group1"
9.22976449372762,"group1"
9.69237272523303,"group1"
11.0089001650021,"group1"
11.302486328435,"group1"
9.41851148536287,"group1"
7.98670382983392,"group1"
10.8822993925837,"group1"
9.51097016444279,"group1"
9.85539420748871,"group1"
8.45192926399697,"group1"
11.5686058064445,"group1"
11.5278726306092,"group1"
9.76737075171094,"group1"
10.2431701445378,"group1"
11.8722412319242,"group1"
10.5743504468673,"group1"
10.4667837595373,"group1"
11.3851351441287,"group1"
9.58945201831785,"group1"
9.0917579621206,"group1"
11.9576563929406,"group1"
9.03741845773142,"group1"
10.5919320475241,"group1"
9.84350923364899,"group1"
10.2115158254218,"group1"
10.6464417667037,"group1"
10.9062369681514,"group1"
8.32691518796468,"group1"
9.81661336344602,"group1"
11.0365031666972,"group1"
10.5080056766233,"group1"
9.11888861338496,"group1"
10.739634602178,"group1"
10.0263973717571,"group1"
10.0829198854804,"group1"
8.9813706693661,"group1"
10.1417541278483,"group1"
10.4997265426212,"group1"
8.18118543316082,"group1"
9.08642310865531,"group1"
8.01857260359702,"group1"
9.03321279847115,"group1"
10.7036051004118,"group1"
8.9677606245711,"group1"
8.79841175315664,"group1"
10.1722458339466,"group1"
11.7044423400883,"group1"
10.0978680486284,"group1"
8.32580884244324,"group1"
9.13185894684379,"group1"
11.2035138761014,"group1"
11.6342363215018,"group1"
10.7752437748571,"group1"
9.24189401752548,"group1"
11.1425628649016,"group1"
11.3722724375343,"group1"
10.7686595736511,"group1"
8.74436418367432,"group1"
10.6578326618168,"group1"
9.29335994832391,"group1"
9.12364924568532,"group1"
11.0755078213761,"group1"
10.8014037727188,"group1"
11.3035235961302,"group1"
9.60977554712954,"group1"
8.09768137236062,"group1"
10.8351602608079,"group1"
8.66031378178329,"group1"
11.7612067497462,"group1"
8.79973575778635,"group1"
9.61658757678088,"group1"
8.73769011386282,"group1"
10.5885450569705,"group1"
9.50423262536184,"group1"
10.6434292497844,"group1"
10.511467042167,"group1"
9.65712129121338,"group1"
9.85760449425188,"group1"
9.55343551215483,"group1"
11.6259163552485,"group1"
8.82661425311042,"group1"
10.7840791981686,"group1"
9.57148268166237,"group1"
9.99055183838207,"group1"
9.89228535238899,"group1"
9.304565507032,"group1"
10.0251812997549,"group1"
10.3395694151848,"group1"
8.20346785491949,"group1"
9.08167938554434,"group1"
10.2753189866433,"group1"
8.5703074582997,"group1"
10.620886086123,"group1"
10.5831522013813,"group1"
9.85716054062219,"group1"
10.6420155484477,"group1"
9.24640187176239,"group1"
10.0246173088434,"group1"
10.4405669440993,"group1"
8.31486881849625,"group1"
9.77472380821046,"group1"
11.8646031422561,"group1"
10.5354497389661,"group1"
10.4794114353629,"group1"
9.88480017703061,"group1"
11.271628948393,"group1"
9.0232792053843,"group1"
8.65808158195767,"group1"
9.14915403576159,"group1"
9.65369277162301,"group1"
9.94389357318157,"group1"
10.5793308841506,"group1"
10.126719405253,"group1"
9.90341724293993,"group1"
10.7875377470309,"group1"
9.29458403037959,"group1"
10.3330170572595,"group1"
11.050089178621,"group1"
9.90424035654229,"group1"
8.94046048930135,"group1"
11.1564960583943,"group1"
10.4498507252883,"group1"
9.59662764584328,"group1"
10.5127292530441,"group1"
9.81985989397767,"group1"
10.3087775663955,"group1"
9.35210386928784,"group1"
10.2536760729433,"group1"
12.4305881054226,"group1"
7.91415444732688,"group1"
10.4311527828359,"group1"
9.51162311850938,"group1"
7.47806432501631,"group1"
9.77242408650095,"group1"
8.12427511802176,"group1"
9.76990442921145,"group1"
9.86714166468424,"group1"
8.42472387396016,"group1"
11.0793053736325,"group1"
10.7319193907427,"group1"
8.65861332253464,"group1"
10.9328165525951,"group1"
10.8206185290714,"group1"
10.5806944825813,"group1"
10.8109084118263,"group1"
10.2588572096755,"group1"
10.2114225186849,"group1"
9.60548996256468,"group1"
12.1213077776584,"group1"
10.2242246104966,"group1"
10.6855026644047,"group1"
9.19202807913326,"group1"
10.0072193516979,"group1"
10.3033094614091,"group1"
11.1864141245314,"group1"
9.40706368378994,"group1"
11.4997949105545,"group1"
9.89052192949513,"group1"
10.6891391189878,"group1"
11.6833628476644,"group1"
10.706224341525,"group1"
10.0085783685923,"group1"
9.05681672849047,"group1"
9.63963916753728,"group1"
11.6084889668581,"group1"
9.8763187532201,"group1"
11.5875940638062,"group1"
8.74202196910826,"group1"
10.0271546387346,"group1"
9.17139060106635,"group1"
9.26416025457867,"group1"
8.54833155312788,"group1"
10.5718855778573,"group1"
9.32853408677619,"group1"
11.9566020622018,"group1"
8.32643917843991,"group1"
10.9292699569593,"group1"
10.0795275382578,"group1"
11.8485954189006,"group1"
7.78526331236745,"group1"
9.22227329018757,"group1"
8.76246125800466,"group1"
10.4801198168866,"group1"
8.80191585629901,"group1"
9.60177981334358,"group1"
7.58430805207505,"group1"
9.47756683477899,"group1"
9.40343026070532,"group1"
10.4865255781565,"group1"
11.5572482105862,"group1"
10.1455762831227,"group1"
7.87989821675372,"group1"
9.40197532319109,"group1"
10.3283034071327,"group1"
9.5240838985242,"group1"
12.4689313338716,"group1"
8.04442183863842,"group1"
10.3744970589935,"group1"
11.9433194469576,"group1"
7.60221996787473,"group1"
11.0641462490811,"group1"
8.68644603842579,"group1"
11.9574097466713,"group1"
10.6186768211533,"group1"
11.1051129050102,"group1"
8.61011466059471,"group1"
11.291660628026,"group1"
9.57638498779859,"group1"
10.7301157158278,"group1"
11.6268424124661,"group1"
10.9596151782983,"group1"
6.96625464093272,"group1"
10.8195079795306,"group1"
9.1944856771278,"group1"
9.09955487439588,"group1"
9.03957784043653,"group1"
10.1971338939925,"group1"
8.34466057391377,"group1"
11.032035167367,"group1"
10.2893061236724,"group1"
10.4510169611923,"group1"
11.1077315822149,"group1"
10.1024598022474,"group1"
10.3849128094257,"group1"
11.0894774301129,"group1"
8.95923192577433,"group1"
10.2937599399468,"group1"
8.85602510005172,"group1"
9.12693854540774,"group1"
9.89227738800722,"group1"
9.62887714005025,"group1"
10.4021663076044,"group1"
8.10139082536162,"group1"
11.1540942461103,"group1"
11.0681471353544,"group1"
10.8770015713131,"group1"
9.06411391440555,"group1"
8.38740610159967,"group1"
11.6611515095258,"group1"
10.4933430021,"group1"
10.276415868561,"group1"
10.1950097977161,"group1"
9.72814333128924,"group1"
8.82059273756655,"group1"
9.19688699490208,"group1"
10.3449743599449,"group1"
8.888360531863,"group1"
9.26077062515421,"group1"
11.8738584110153,"group1"
11.3181521890134,"group1"
10.4640914084988,"group1"
10.2555494365155,"group1"
10.8468577379662,"group1"
10.523446684795,"group1"
11.7960234680303,"group1"
10.6205879492217,"group1"
11.6053998114877,"group1"
9.52176169071835,"group1"
10.8612222258929,"group1"
9.65469693813694,"group1"
10.5661986058407,"group1"
8.50455997469932,"group1"
10.6259390178404,"group1"
9.30437206490065,"group1"
8.8906590385684,"group1"
11.6366894814204,"group1"
10.2918158640775,"group1"
10.5975373455072,"group1"
10.1409886864099,"group1"
10.7212718881863,"group1"
7.91604679411752,"group1"
10.9083780291569,"group1"
10.11120571712,"group1"
9.25332550455719,"group1"
10.3876395041292,"group1"
10.9863445080205,"group1"
11.1794790346769,"group1"
11.0814309112956,"group1"
11.9052473212784,"group1"
9.51287606538643,"group1"
10.397127144283,"group1"
9.9764744211954,"group1"
9.44525504124689,"group1"
10.3590535037834,"group1"
10.2476493095861,"group1"
9.48411671260465,"group1"
9.43249105604071,"group1"
10.1818489706055,"group1"
11.369569042481,"group1"
11.329087394223,"group1"
8.90119577208688,"group1"
11.610511568636,"group1"
10.0109793283787,"group1"
11.4674350762351,"group1"
9.76355823850033,"group1"
10.7902286780575,"group1"
9.5310602327194,"group1"
10.8710151319961,"group1"
9.75307096674809,"group1"
8.9573717256936,"group1"
9.95578121055518,"group1"
11.5337935324115,"group1"
9.78013615999286,"group1"
10.2977888492,"group1"
9.24085521037289,"group1"
8.42495589791704,"group1"
7.76154369507547,"group1"
10.4676442987523,"group1"
10.076259812214,"group1"
9.21055022541727,"group1"
8.71874238174817,"group1"
9.91708663612917,"group1"
11.2857634981074,"group1"
12.4369515066523,"group1"
9.87945697299223,"group1"
10.5856692126247,"group1"
8.9603871535771,"group1"
10.6001571431627,"group1"
9.73835922443643,"group1"
9.17725813724104,"group1"
12.3023013304229,"group1"
10.7230314403149,"group1"
10.0245460945503,"group1"
9.67538042757718,"group1"
10.3154899117588,"group1"
8.66622416167911,"group1"
10.3423576703619,"group1"
10.0491487070061,"group1"
7.95575605469106,"group1"
10.0066787412733,"group1"
9.00300176923185,"group1"
9.98215722220537,"group1"
10.931304237187,"group1"
10.9075651927079,"group1"
9.60087919658744,"group1"
9.12365187956126,"group1"
10.0890455918346,"group1"
9.06651353823298,"group1"
10.0540401701859,"group1"
10.4401964676317,"group1"
10.5460094154211,"group1"
11.0993416356421,"group1"
10.3997352405553,"group1"
8.7943389816828,"group1"
9.68091497832266,"group1"
10.6109494573105,"group1"
9.914081972067,"group1"
10.8350189134599,"group1"
11.7385746221191,"group1"
8.89076239940825,"group1"
9.02558565459859,"group1"
8.9975827143724,"group1"
10.3820363325139,"group1"
7.45415653240025,"group1"
9.91893545923857,"group1"
10.1795019271323,"group1"
10.7044625376974,"group1"
9.78315247186168,"group1"
10.6533450095416,"group1"
8.86975801148202,"group1"
9.00368874047433,"group1"
7.65294241788088,"group1"
11.3049264153379,"group1"
11.2533636474866,"group1"
9.23411056273132,"group1"
11.1272634623458,"group1"
8.90856913511243,"group1"
10.7838905776403,"group1"
9.89682409830058,"group1"
9.29655141836555,"group1"
8.67439388672164,"group1"
8.52638634504251,"group1"
8.37039556366831,"group1"
11.6956294495046,"group1"
9.0765633565357,"group1"
11.1505635851836,"group1"
8.62616217933331,"group1"
9.94660728642965,"group1"
11.16456661175,"group1"
11.7328560445801,"group1"
9.92501557749019,"group1"
9.95190675237106,"group1"
8.8086815524956,"group1"
11.736049418041,"group1"
9.34261117844391,"group1"
9.89184398063557,"group1"
9.47819730920869,"group1"
8.96664686246949,"group1"
10.4252255262161,"group1"
11.6506659634083,"group1"
11.3830042663663,"group1"
10.345044749212,"group1"
7.91352173949368,"group1"
9.44948436734746,"group1"
10.9749412595751,"group1"
9.08287880085744,"group1"
11.7418864714556,"group1"
9.39363728963151,"group1"
7.28215839919241,"group1"
12.9274090921315,"group1"
10.0820405647738,"group1"
9.24028482849112,"group1"
8.94310002487093,"group1"
10.0379118571907,"group1"
8.67614068774575,"group1"
10.0691838486759,"group1"
8.11828345009108,"group1"
9.56378529189631,"group1"
8.28440789233866,"group1"
7.86776776757974,"group1"
9.67019825576871,"group1"
8.01281233599614,"group1"
9.62174295540777,"group1"
10.7318014119844,"group1"
10.0747959569574,"group1"
10.8068132948133,"group1"
9.75754509405052,"group1"
11.0597436341886,"group1"
8.74786445613848,"group1"
10.3946669279616,"group1"
8.39188664900476,"group1"
10.826771129983,"group1"
9.10448095089895,"group1"
10.952439740556,"group1"
11.6767742930533,"group1"
10.9254741782684,"group1"
10.8939343517382,"group1"
9.81160424786854,"group1"
10.393958045101,"group1"
12.1971471628478,"group1"
8.69570192697105,"group1"
10.0078263288627,"group1"
10.0981876828572,"group1"
11.4218593471017,"group1"
9.5431002423142,"group1"
10.9647928828743,"group1"
9.42324681685594,"group1"
10.3076872004758,"group1"
9.77731092024321,"group1"
11.3099813593853,"group1"
9.32782987476945,"group1"
8.76769171716464,"group1"
10.9369543383629,"group1"
10.8068591294704,"group1"
10.879998096214,"group1"
9.59970897309599,"group1"
10.9160392954237,"group1"
8.36585962204722,"group1"
8.2955109660412,"group1"
8.30479133582958,"group1"
11.0648282166567,"group1"
9.89797957298396,"group1"
11.7053203698767,"group1"
11.1587511393606,"group1"
10.6865476828387,"group1"
9.81059910124421,"group1"
8.75710269478211,"group1"
10.0964961021165,"group1"
10.3078028597759,"group1"
9.4773397969137,"group1"
9.97569585399613,"group1"
10.5109457601492,"group1"
11.3399883966912,"group1"
10.3343699712604,"group1"
9.42160201993184,"group1"
8.41527862016532,"group1"
11.2122260046312,"group1"
10.3944177960816,"group1"
9.48373653964233,"group1"
9.71134801358436,"group1"
8.9212450893994,"group1"
8.72044609902996,"group1"
11.0953210277581,"group1"
10.5187063960246,"group1"
9.65700005716323,"group1"
8.9043304069236,"group1"
10.5332896989787,"group1"
10.3635668836958,"group1"
10.2561090661253,"group1"
10.0576099520398,"group1"
10.7872109743082,"group1"
9.72784668717649,"group1"
10.6728141574668,"group1"
10.3307964109024,"group1"
10.4413965761436,"group1"
11.7870603167934,"group1"
11.0616193348541,"group1"
10.6397896031122,"group1"
9.77215511627557,"group1"
9.73697587567864,"group1"
8.27464716956613,"group1"
10.9417858301113,"group1"
10.468065254224,"group1"
10.5178455190771,"group1"
11.3012915626354,"group1"
10.9005654599522,"group1"
11.9289714150314,"group1"
9.83381556871159,"group1"
9.75205335027192,"group1"
12.3481522296719,"group1"
9.64372668489369,"group1"
11.0065554907103,"group1"
11.2164096364291,"group1"
11.3899533058685,"group1"
10.4615201576162,"group1"
10.1858525404143,"group1"
9.69414137665591,"group1"
11.1423352303605,"group1"
9.21815529695554,"group1"
9.65022917473669,"group1"
12.2322534432482,"group1"
8.64891135127952,"group1"
11.3000957302635,"group1"
10.6017286769991,"group1"
9.62550396977542,"group1"
11.170757071756,"group1"
12.394279510987,"group1"
10.9849820665812,"group1"
11.598487791646,"group1"
10.6713578765541,"group1"
7.64853456322834,"group1"
8.24261201896542,"group1"
9.58597217165557,"group1"
9.35603474884656,"group1"
10.6695299222239,"group1"
11.052291056651,"group1"
9.88269751961143,"group1"
10.1918643798798,"group1"
9.57943759654852,"group1"
9.55672424976287,"group1"
9.14605239898882,"group1"
8.28132507701505,"group1"
6.76275755997033,"group1"
10.6635401834137,"group1"
7.51504737830764,"group1"
8.20613899220253,"group1"
8.84615916418193,"group1"
9.53340324598326,"group1"
12.0345022083538,"group1"
10.5259629452867,"group1"
8.27034251421078,"group1"
9.73636516484524,"group1"
8.31848986101937,"group1"
9.41096804527637,"group1"
10.3244958239429,"group1"
10.0687020240073,"group1"
9.46386765960988,"group1"
11.4650940241732,"group1"
9.41533987736478,"group1"
11.0596870658458,"group1"
9.95144653273034,"group1"
9.50045454299739,"group1"
9.56502405478487,"group1"
11.2161201544754,"group1"
10.6240884481038,"group1"
10.2588991026498,"group1"
10.0572063689133,"group1"
9.83647666822047,"group1"
9.17307974975505,"group1"
11.1966692538053,"group1"
10.5816417851992,"group1"
11.2628529318991,"group1"
9.922037043392,"group1"
10.3430075148666,"group1"
8.49944075971349,"group1"
7.72152006121536,"group1"
11.0150584475812,"group1"
11.2328741216681,"group1"
9.76095367574448,"group1"
10.8362969123386,"group1"
8.70238995381683,"group1"
10.2248458494644,"group1"
10.6531841689205,"group1"
9.60634487851619,"group1"
10.6698016603176,"group1"
10.8989521600181,"group1"
11.0029596005364,"group1"
10.2479707309952,"group1"
9.55062238856693,"group1"
11.1864723028176,"group1"
11.3173980480992,"group1"
9.39710650637999,"group1"
11.1619669852024,"group1"
10.7584606238622,"group1"
9.24638876475282,"group1"
10.5751594193416,"group1"
7.72442304912404,"group1"
10.9809092240014,"group1"
10.7485445592237,"group1"
11.1568082364854,"group1"
7.87904305162679,"group1"
8.78729923120774,"group1"
9.59408236690031,"group1"
9.79510761182802,"group1"
9.09210900933652,"group1"
9.55775416618068,"group1"
9.66989734204787,"group1"
10.8759743743438,"group1"
8.88786278119254,"group1"
8.02488839147089,"group1"
10.8896117030911,"group1"
11.3007231981387,"group1"
9.83041299368156,"group1"
9.42401583555859,"group1"
11.7616558914445,"group1"
9.08689040944339,"group1"
9.59544758125285,"group1"
12.312805197339,"group1"
9.15814952262223,"group1"
11.620469310868,"group1"
9.7576835109532,"group1"
9.16642120441226,"group1"
8.58608069340827,"group1"
11.3716658021942,"group1"
11.9514840775435,"group1"
11.0961464556635,"group1"
10.0557294671163,"group1"
10.7421530007722,"group1"
9.28057707668641,"group1"
11.3395513813765,"group1"
9.3777490778482,"group1"
10.4768896061171,"group1"
9.67664628111021,"group1"
9.71205225724919,"group1"
9.84664316712785,"group1"
8.91416256066439,"group1"
9.3689623672732,"group1"
9.68351741659451,"group1"
9.86540349519584,"group1"
9.41636822377888,"group1"
9.82435922731886,"group1"
10.6492555381031,"group1"
9.3202057396016,"group1"
9.71853872419032,"group1"
9.75669753205489,"group1"
9.93277847948288,"group1"
10.3945524807665,"group1"
10.4829329791926,"group1"
8.96048449294548,"group1"
10.94077517258,"group1"
8.6136062205677,"group1"
9.21125324694677,"group1"
9.51422693999611,"group1"
9.97645179590258,"group1"
10.4473132540809,"group1"
10.3646715281744,"group1"
11.6611739732556,"group1"
10.2300753857726,"group1"
8.35780202442827,"group1"
10.3490131569958,"group1"
8.02758649359848,"group1"
8.81875601939736,"group1"
10.7805739336558,"group1"
8.53837682941298,"group1"
11.068413308927,"group1"
10.0030614549514,"group1"
11.4894663803393,"group1"
9.06236451291473,"group1"
10.5808619034855,"group1"
8.63657830028575,"group1"
9.208895032603,"group1"
11.3033505287757,"group1"
10.4259936724632,"group1"
10.1430845381286,"group1"
8.60107416574994,"group1"
11.221641171069,"group1"
9.90333852444464,"group1"
11.4530687151932,"group1"
9.17805941644436,"group1"
10.5075533200711,"group1"
11.3194933168004,"group1"
9.91005739932084,"group1"
9.83696064092374,"group1"
9.96112947667064,"group1"
10.2560257338346,"group1"
9.30579131733123,"group1"
10.6380185098079,"group1"
10.0813915806164,"group1"
12.2512472297452,"group1"
9.46251635740532,"group1"
8.26571253669956,"group1"
10.8627716646507,"group1"
9.25774369233461,"group1"
8.9104045763563,"group1"
11.0501507786103,"group1"
9.63830452110557,"group1"
8.46937862688388,"group1"
8.92712276509338,"group1"
9.16286691072994,"group1"
10.21499410598,"group1"
9.81615915704395,"group1"
9.48622743895645,"group1"
9.12925534019948,"group1"
7.69224448826868,"group1"
10.7333962822521,"group1"
10.3644613951367,"group1"
7.91183411447078,"group1"
9.0075679060047,"group1"
10.2784660349036,"group1"
9.71718837774434,"group1"
10.639352901511,"group1"
10.0543764536523,"group1"
10.9671297170418,"group1"
7.1016786996799,"group1"
10.2782402376432,"group1"
10.8486575214981,"group1"
11.5868248544076,"group1"
11.1219165628429,"group1"
9.39760608295596,"group1"
8.83520051562164,"group1"
9.01102066060748,"group1"
11.5648401826721,"group1"
10.1289175089657,"group1"
9.54841363826784,"group1"
8.88899557677744,"group1"
9.80481146020433,"group1"
10.240017176086,"group1"
9.26405819872081,"group1"
11.839219557456,"group1"
9.82277777281657,"group1"
11.5053043929729,"group1"
9.37720540349462,"group1"
11.1156769630206,"group1"
9.25113329384939,"group1"
11.3169897113712,"group1"
11.3126368481439,"group1"
9.92912486607398,"group1"
7.95185247299183,"group1"
8.3932767855486,"group1"
8.84541315129065,"group1"
9.95782733557395,"group1"
11.1874000113336,"group1"
9.14672246870754,"group1"
10.2645629931282,"group1"
9.3196491728942,"group1"
9.06969868858907,"group1"
11.5136709155176,"group1"
8.63788394555895,"group1"
9.32883116905876,"group1"
10.4981016852398,"group1"
9.64655036566487,"group1"
8.74532565867042,"group1"
9.36466855393828,"group1"
9.08977132595556,"group1"
9.91176773098036,"group1"
10.7091675221125,"group1"
10.6584733057203,"group1"
8.95731997408557,"group1"
10.277922179639,"group1"
9.10900667912596,"group1"
12.0569459553714,"group1"
9.23779989856619,"group1"
10.3111709176274,"group1"
10.8648844607382,"group1"
10.2518045410621,"group1"
9.72875680869226,"group1"
9.91513966513502,"group1"
10.168587702164,"group1"
10.7448489416664,"group1"
9.52480410041182,"group1"
9.90853611065777,"group1"
12.6405098766776,"group1"
9.52464164549813,"group1"
10.2467018905129,"group1"
8.60800159857036,"group1"
9.32066867760816,"group1"
9.57843505433312,"group1"
9.99358200800288,"group1"
9.29208034275382,"group1"
10.9130861413542,"group1"
8.65296860676096,"group1"
11.9049762474666,"group1"
10.7252039047811,"group1"
9.42135710837256,"group1"
