mean,group
4.7,n=20
1.6,n=20
23,n=20
-0.7,n=20
7.95,n=20
21.3,n=20
14.25,n=20
5.5,n=20
12.1,n=20
3.95,n=20
14.55,n=20
11.3,n=20
16.85,n=20
12.8,n=20
7.3,n=20
2.8,n=20
5.6,n=20
5.25,n=20
15.55,n=20
6.7,n=20
20.3,n=20
3.15,n=20
34.75,n=20
6.7,n=20
-0.85,n=20
10.9,n=20
16.95,n=20
11.95,n=20
1.55,n=20
10.2,n=20
12.5,n=20
15.75,n=20
13.3,n=20
17.35,n=20
12.65,n=20
10.85,n=20
20.6,n=20
7.7,n=20
0.7,n=20
1.85,n=20
8.65,n=20
10.65,n=20
1.35,n=20
19.9,n=20
5.15,n=20
8.95,n=20
3.75,n=20
13.6,n=20
11.05,n=20
1.05,n=20
1.4,n=20
11.3,n=20
21.15,n=20
14.8,n=20
16.75,n=20
6,n=20
-4.2,n=20
6.7,n=20
19.75,n=20
-1.75,n=20
27.4,n=20
18.2,n=20
3.7,n=20
7.1,n=20
19.6,n=20
4.1,n=20
2.8,n=20
3.4,n=20
51.75,n=20
9.25,n=20
2.65,n=20
38.25,n=20
9.15,n=20
6.5,n=20
1.6,n=20
35.75,n=20
-1,n=20
2.75,n=20
25.25,n=20
9.85,n=20
14.85,n=20
3.65,n=20
13.2,n=20
0.3,n=20
30.3,n=20
1.6,n=20
28.75,n=20
14.35,n=20
8.85,n=20
2.35,n=20
5.55,n=20
12.85,n=20
6.2,n=20
16.45,n=20
10.7,n=20
-1,n=20
0.05,n=20
20.05,n=20
16,n=20
-2.8,n=20
12.7,n=20
-0.6,n=20
13.85,n=20
6.45,n=20
15.7,n=20
13.7,n=20
11.65,n=20
52.95,n=20
15.05,n=20
3.2,n=20
9.7,n=20
1.2,n=20
2.75,n=20
10.8,n=20
51.4,n=20
15.6,n=20
6.9,n=20
16.55,n=20
4,n=20
2.15,n=20
7.1,n=20
8.8,n=20
3.1,n=20
12.95,n=20
26.8,n=20
20.6,n=20
27,n=20
12.65,n=20
-2.2,n=20
20.05,n=20
4.1,n=20
19.5,n=20
9.55,n=20
3.65,n=20
-3.85,n=20
12.05,n=20
-2.6,n=20
1.65,n=20
6.55,n=20
11.35,n=20
6.8,n=20
4.4,n=20
23.7,n=20
6.4,n=20
1.05,n=20
36.95,n=20
-4.75,n=20
35.25,n=20
-2.7,n=20
7.9,n=20
7.45,n=20
35.25,n=20
1,n=20
2.65,n=20
6.65,n=20
3.65,n=20
6.15,n=20
39.4,n=20
18.3,n=20
23.7,n=20
73.35,n=20
7.05,n=20
19.6,n=20
9.7,n=20
11.6,n=20
3.15,n=20
12.4,n=20
4.1,n=20
-2.85,n=20
-2.15,n=20
11.6,n=20
0.55,n=20
22.95,n=20
5.05,n=20
6.6,n=20
18.9,n=20
4.65,n=20
10.85,n=20
8.15,n=20
13.15,n=20
12.4,n=20
-3.65,n=20
10.95,n=20
-1.85,n=20
3.55,n=20
16.15,n=20
1.2,n=20
13.65,n=20
6.4,n=20
1.45,n=20
49.55,n=20
11.3,n=20
31.95,n=20
12.5,n=20
6.4,n=20
6.55,n=20
26.05,n=20
16.2,n=20
6.45,n=20
7.2,n=20
9.65,n=20
15.7,n=20
7,n=20
14.15,n=20
17.95,n=20
7.95,n=20
0.45,n=20
10.45,n=20
0.1,n=20
15.9,n=20
6.05,n=20
-0.2,n=20
-2.85,n=20
9.05,n=20
13.05,n=20
9.5,n=20
37.4,n=20
20.55,n=20
-0.9,n=20
21,n=20
15.9,n=20
6.1,n=20
-2.05,n=20
8.05,n=20
65,n=20
-1.1,n=20
19.05,n=20
12.65,n=20
1.2,n=20
26.55,n=20
6.1,n=20
7.4,n=20
7.75,n=20
1.7,n=20
2.55,n=20
0.9,n=20
6.55,n=20
-0.1,n=20
2.6,n=20
14.7,n=20
38.4,n=20
13.15,n=20
7.45,n=20
26.25,n=20
9.3,n=20
19.1,n=20
3.5,n=20
16.45,n=20
9,n=20
2.75,n=20
22.8,n=20
-0.2,n=20
6.55,n=20
-1.3,n=20
8.8,n=20
12.9,n=20
9.35,n=20
15.7,n=20
18.25,n=20
20.25,n=20
-1.4,n=20
-0.2,n=20
13.05,n=20
15.15,n=20
1.5,n=20
-0.65,n=20
13.4,n=20
7.35,n=20
26.45,n=20
2.2,n=20
19.9,n=20
14.9,n=20
12.35,n=20
1.55,n=20
-0.25,n=20
0.25,n=20
23.05,n=20
14.4,n=20
28.35,n=20
13.7,n=20
3.5,n=20
8.35,n=20
31.15,n=20
18.85,n=20
16.95,n=20
7.25,n=20
7.95,n=20
38.2,n=20
7.5,n=20
11.8,n=20
15.5,n=20
10.95,n=20
15.15,n=20
-0.05,n=20
4.1,n=20
12.9,n=20
15.85,n=20
-1.75,n=20
10.55,n=20
4.15,n=20
-0.8,n=20
0.9,n=20
16.5,n=20
-1.95,n=20
3.6,n=20
11.35,n=20
37.1,n=20
34.55,n=20
16.15,n=20
4.65,n=20
14.95,n=20
16.95,n=20
12.8,n=20
11.1,n=20
6.75,n=20
21,n=20
7.4,n=20
5.15,n=20
38.9,n=20
8,n=20
-0.3,n=20
5.7,n=20
20.3,n=20
1.65,n=20
5.25,n=20
1.9,n=20
13.85,n=20
-2.35,n=20
24.75,n=20
1.35,n=20
1.65,n=20
16.2,n=20
0.45,n=20
-1.05,n=20
25.35,n=20
24,n=20
5.3,n=20
0.6,n=20
21.35,n=20
16.7,n=20
14.45,n=20
5.3,n=20
6.2,n=20
6.3,n=20
10.55,n=20
14.4,n=20
6.4,n=20
2.3,n=20
49.4,n=20
17.05,n=20
38.4,n=20
5.75,n=20
0.7,n=20
0.15,n=20
8.5,n=20
-3.1,n=20
1.7,n=20
11.55,n=20
28.7,n=20
-1.8,n=20
16.85,n=20
15.05,n=20
17.8,n=20
22.45,n=20
9.05,n=20
10.65,n=20
9.95,n=20
5.65,n=20
2.85,n=20
29.7,n=20
23.95,n=20
10.85,n=20
4.55,n=20
9.1,n=20
8.05,n=20
19.6,n=20
21.5,n=20
-1.2,n=20
30.5,n=20
20.6,n=20
-3.2,n=20
16.1,n=20
-0.9,n=20
10.6,n=20
2.2,n=20
12.75,n=20
-1.85,n=20
3.95,n=20
6.55,n=20
2.05,n=20
4.45,n=20
22.15,n=20
13.35,n=20
11.25,n=20
20,n=20
14.25,n=20
10.25,n=20
56.5,n=20
-0.65,n=20
7.15,n=20
17.15,n=20
6,n=20
7.65,n=20
2.8,n=20
9.85,n=20
17,n=20
6.2,n=20
14.1,n=20
15.4,n=20
24.3,n=20
9.2,n=20
-1.25,n=20
11.95,n=20
16.15,n=20
-1.05,n=20
-1.55,n=20
-2.2,n=20
5.3,n=20
12.2,n=20
10.8,n=20
7,n=20
12.75,n=20
12.7,n=20
12.65,n=20
8.9,n=20
6.6,n=20
10.25,n=20
-2.6,n=20
8.1,n=20
15.7,n=20
23,n=20
14.15,n=20
2.4,n=20
25,n=20
14,n=20
1.4,n=20
31.9,n=20
2.6,n=20
15.3,n=20
14.75,n=20
27.45,n=20
2.65,n=20
4.95,n=20
19.95,n=20
8.15,n=20
58.45,n=20
31.65,n=20
0.75,n=20
3.3,n=20
2.05,n=20
8,n=20
15.9,n=20
3.15,n=20
24.05,n=20
16.9,n=20
7.65,n=20
21.8,n=20
21.9,n=20
7.45,n=20
19.2,n=20
9.15,n=20
0.85,n=20
9.9,n=20
14.3,n=20
18.55,n=20
9.65,n=20
8.1,n=20
2.4,n=20
7.25,n=20
18.6,n=20
3.6,n=20
-1.8,n=20
5.05,n=20
42.6,n=20
35.2,n=20
9.05,n=20
8.9,n=20
21.9,n=20
27.25,n=20
7.8,n=20
16.85,n=20
16.35,n=20
25.25,n=20
13.6,n=20
54.25,n=20
13.75,n=20
2.15,n=20
-0.4,n=20
1.7,n=20
4.2,n=20
1.75,n=20
12.3,n=20
15.3,n=20
15.95,n=20
53.7,n=20
-1.3,n=20
13.15,n=20
13.8,n=20
2.4,n=20
15.15,n=20
16.05,n=20
2.85,n=20
6.2,n=20
0.4,n=20
27.2,n=20
6.4,n=20
-1.4,n=20
0.8,n=20
6.3,n=20
7.45,n=20
6.8,n=20
-3.15,n=20
0.1,n=20
0.7,n=20
11.85,n=20
32.1,n=20
-3,n=20
12.35,n=20
57.2,n=20
3.8,n=20
14.1,n=20
10.5,n=20
1.95,n=20
-0.95,n=20
4.6,n=20
8.45,n=20
8.05,n=20
19.95,n=20
7.6,n=20
22.25,n=20
7.95,n=20
11.4,n=20
2.3,n=20
7.55,n=20
-1.2,n=20
3.7,n=20
-1.3,n=20
25.9,n=20
7.6,n=20
4.4,n=20
8.3,n=20
11.4,n=20
5.2,n=20
11.3,n=20
7.65,n=20
16.1,n=20
29.3,n=20
7.15,n=20
12.7,n=20
15.7,n=20
7.15,n=20
19.8,n=20
4.75,n=20
1.2,n=20
-1.4,n=20
7.1,n=20
2.55,n=20
6.6,n=20
24.85,n=20
-3.55,n=20
10.3,n=20
9.4,n=20
1,n=20
10.9,n=20
7.6,n=20
4.7,n=20
5.6,n=20
8.4,n=20
24.8,n=20
5.3,n=20
27.15,n=20
0.5,n=20
14.3,n=20
9.7,n=20
9.3,n=20
26.9,n=20
10.5,n=20
-0.8,n=20
6.45,n=20
9.95,n=20
4.55,n=20
2,n=20
55.25,n=20
-2.6,n=20
2.2,n=20
10.6,n=20
21.5,n=20
2.65,n=20
26.8,n=20
3.85,n=20
19.55,n=20
4.25,n=20
3.25,n=20
21.25,n=20
4.55,n=20
12.05,n=20
5.55,n=20
0.75,n=20
5.6,n=20
6.6,n=20
3,n=20
25.2,n=20
-1.1,n=20
3.95,n=20
-1.8,n=20
4.9,n=20
2.95,n=20
15.9,n=20
32.65,n=20
2.7,n=20
-0.8,n=20
7.9,n=20
-3.15,n=20
12.1,n=20
6.3,n=20
8.3,n=20
2.7,n=20
27.15,n=20
11.3,n=20
9.15,n=20
18.55,n=20
23.75,n=20
2.85,n=20
0.3,n=20
0.1,n=20
19.3,n=20
13.05,n=20
17.8,n=20
25,n=20
20.9,n=20
10.2,n=20
20.2,n=20
-1.25,n=20
15.3,n=20
5.1,n=20
20.35,n=20
16.25,n=20
22.8,n=20
2.6,n=20
6.1,n=20
-2.3,n=20
0.05,n=20
6.8,n=20
7.45,n=20
8.05,n=20
15.35,n=20
-3.15,n=20
11.3,n=20
13.7,n=20
47.15,n=20
6.4,n=20
0.6,n=20
7.85,n=20
0.45,n=20
12.3,n=20
13.85,n=20
6.4,n=20
1.3,n=20
8.95,n=20
21.5,n=20
17.6,n=20
7.9,n=20
0.95,n=20
4.6,n=20
43.8,n=20
-3,n=20
-0.55,n=20
43,n=20
6.25,n=20
10.7,n=20
11.75,n=20
19.55,n=20
9.65,n=20
16.2,n=20
14.6,n=20
25.15,n=20
-0.35,n=20
0.25,n=20
2.25,n=20
10,n=20
3.65,n=20
1.9,n=20
24.05,n=20
21.3,n=20
1.5,n=20
5.3,n=20
8.4,n=20
17.45,n=20
6.5,n=20
5.45,n=20
55.35,n=20
15.9,n=20
2.25,n=20
16.25,n=20
-2,n=20
15.65,n=20
11.85,n=20
2,n=20
5.75,n=20
9.8,n=20
5.1,n=20
8.95,n=20
3.1,n=20
10.35,n=20
6.35,n=20
27.95,n=20
33.5,n=20
13.1,n=20
-0.45,n=20
28.85,n=20
11.15,n=20
-2.65,n=20
28.85,n=20
14.05,n=20
17.7,n=20
9.5,n=20
16.45,n=20
30.9,n=20
-0.7,n=20
12.85,n=20
-1.85,n=20
2.45,n=20
10.05,n=20
32.85,n=20
2.45,n=20
7.3,n=20
10,n=20
22.95,n=20
8.95,n=20
12.1,n=20
16.65,n=20
14.35,n=20
7.6,n=20
6.15,n=20
9.5,n=20
8.85,n=20
4.3,n=20
6.95,n=20
26.6,n=20
7.4,n=20
2.75,n=20
20.35,n=20
11.35,n=20
14.05,n=20
-3.35,n=20
23.15,n=20
42.6,n=20
0.8,n=20
19.9,n=20
-1.45,n=20
9.3,n=20
3.75,n=20
7.1,n=20
9.8,n=20
8.55,n=20
4.05,n=20
20.25,n=20
-1.65,n=20
12.65,n=20
24.35,n=20
11.25,n=20
10.85,n=20
5.5,n=20
49.6,n=20
-2.95,n=20
2.55,n=20
3.5,n=20
3.85,n=20
4.35,n=20
11,n=20
9.55,n=20
3.95,n=20
6.75,n=20
34.05,n=20
3.5,n=20
27.15,n=20
7.35,n=20
16.6,n=20
3.55,n=20
5.35,n=20
2.35,n=20
13.15,n=20
10.05,n=20
29.95,n=20
10.9,n=20
23.1,n=20
19.25,n=20
0.3,n=20
18,n=20
13.15,n=20
10.5,n=20
12.3,n=20
4.25,n=20
14.85,n=20
7.65,n=20
20.15,n=20
5.45,n=20
45.55,n=20
33.95,n=20
3.55,n=20
3.6,n=20
6.25,n=20
4.65,n=20
8.5,n=20
4.9,n=20
25.55,n=20
14.05,n=20
20.75,n=20
14.7,n=20
-1.65,n=20
15.6,n=20
6.35,n=20
-2.85,n=20
1.65,n=20
9.3,n=20
3.95,n=20
-3.35,n=20
11.1,n=20
-0.65,n=20
13.25,n=20
10.7,n=20
7.45,n=20
7.85,n=20
22.3,n=20
31.95,n=20
5.15,n=20
5.9,n=20
4,n=20
4.95,n=20
4.65,n=20
2.35,n=20
3.7,n=20
1.75,n=20
1.95,n=20
-0.2,n=20
47.85,n=20
11.4,n=20
27.8,n=20
3.35,n=20
9.65,n=20
11.5,n=20
3.6,n=20
3.1,n=20
32.05,n=20
6.55,n=20
1.8,n=20
17.85,n=20
25.9,n=20
5.1,n=20
11.25,n=20
3.65,n=20
21.85,n=20
6.1,n=20
14.3,n=20
0.35,n=20
16.6,n=20
19.35,n=20
9.5,n=20
-0.45,n=20
11,n=20
32.6,n=20
1.25,n=20
16.45,n=20
9.15,n=20
1.3,n=20
14.05,n=20
17.05,n=20
0.4,n=20
6.6,n=20
9.55,n=20
1.2,n=20
-1.3,n=20
18.7,n=20
3.65,n=20
35.7,n=20
11.35,n=20
25.3,n=20
15.1,n=20
0.75,n=20
11.1,n=20
6.95,n=20
20.35,n=20
20.35,n=20
0.3,n=20
-2.8,n=20
6.9,n=20
4.05,n=20
-0.55,n=20
22.55,n=20
19.75,n=20
-1.8,n=20
19.6,n=20
20.25,n=20
6.5,n=20
25.95,n=20
1.7,n=20
0.1,n=20
8.45,n=20
11.8,n=20
35.9,n=20
4.05,n=20
7.55,n=20
5.05,n=20
4.85,n=20
6.7,n=20
38.35,n=20
11.15,n=20
2.75,n=20
6.95,n=20
24.4,n=20
18.3,n=20
5.5,n=20
15.95,n=20
7,n=20
6.55,n=20
14.4,n=20
3,n=20
10.45,n=20
4.85,n=20
22.45,n=20
5.95,n=20
14,n=20
7.5,n=20
-1.1,n=20
6.8,n=20
10.65,n=20
6.1,n=20
7.25,n=20
13.8,n=20
0.95,n=20
10.15,n=20
8.05,n=20
4.3,n=20
26.3,n=20
33.45,n=20
0.85,n=20
34.15,n=20
8.15,n=20
19.9,n=20
5.45,n=20
12.2,n=20
25.95,n=20
4.05,n=20
20,n=20
3.7,n=20
11.45,n=20
1.05,n=20
5.05,n=20
15.45,n=20
22.6,n=20
6.1,n=20
0.55,n=20
8.5,n=20
9.4,n=20
12.65,n=20
0.15,n=20
-1.5,n=20
6.3,n=20
16.8,n=20
0.95,n=20
18.9,n=20
8.85,n=20
1.55,n=20
10.6,n=20
29.1,n=20
4.6,n=20
20.2,n=20
20.7,n=20
8.2,n=20
12.85,n=20
-1.95,n=20
-1.3,n=20
22.75,n=20
0.6,n=20
-2.95,n=20
9.55,n=20
6.8,n=20
4.5,n=20
30.5,n=20
2.95,n=20
4.4,n=20
18.7,n=20
32.45,n=20
-1.95,n=20
51.4,n=20
27.05,n=20
2,n=20
17.95,n=20
4.05,n=20
11.4,n=20
11.55,n=20
10.85,n=20
24,n=20
27.15,n=20
5.15,n=20
18.75,n=20
15.8,n=20
2.85,n=20
3.9,n=20
4.95,n=20
1.6,n=20
22,n=20
-1.9,n=20
3.4,n=20
21.55,n=20
13.1,n=20
12.3,n=20
2.85,n=20
12.15,n=20
8.85,n=20
20.75,n=20
7.05,n=20
2.65,n=20
4.05,n=20
4.05,n=20
6.35,n=20
30.7,n=20
26,n=20
-1.5,n=20
12,n=20
29.15,n=20
8.2,n=20
1.2,n=20
6.8,n=20
-2.25,n=20
17.05,n=20
4.35,n=20
15,n=20
16.6,n=20
7.1,n=20
18.25,n=20
23.1,n=20
17.25,n=20
8.65,n=20
-2.35,n=20
69.2,n=20
4.25,n=20
9.4,n=20
1.25,n=20
23.85,n=20
8.1,n=20
12.05,n=20
23.4,n=20
1.95,n=20
1.4,n=20
5.9,n=20
16.6,n=20
14.3,n=20
17.05,n=20
10.95,n=20
2.15,n=20
38.3,n=20
13.05,n=20
-0.9,n=20
8.3,n=20
5.7,n=20
1.15,n=20
6.55,n=20
41.35,n=20
9.45,n=20
14.25,n=20
4.25,n=20
6.5,n=20
9.7,n=20
25.45,n=20
6.8,n=20
13.95,n=20
20.9,n=20
12.35,n=20
16,n=20
30.25,n=20
2.05,n=20
-0.85,n=20
15.7,n=20
12.95,n=20
12.2,n=20
22.15,n=20
5.6,n=20
4.05,n=20
13.45,n=20
13.15,n=20
13.15,n=20
3.1,n=20
5.9,n=20
0.5,n=20
13.3,n=20
12.1,n=20
11.1,n=20
4.6,n=20
7,n=20
-0.5,n=20
21.9,n=20
11.7,n=20
0.25,n=20
16.15,n=20
2.45,n=20
3.55,n=20
2.95,n=20
27.3,n=20
8.25,n=20
15.45,n=20
15.75,n=20
42.95,n=20
19.6,n=20
11.7,n=20
6.95,n=20
27.5,n=20
21.4,n=20
7.1,n=20
-2.3,n=20
27.25,n=20
9.75,n=20
6.05,n=20
7.3,n=20
2.4,n=20
23.75,n=20
5.75,n=20
8.05,n=20
2.6,n=20
6.95,n=20
7.7,n=20
8.45,n=20
10.15,n=20
27.3,n=20
14,n=20
34.25,n=20
22.3,n=20
3.15,n=20
27.85,n=20
6.4,n=20
1.4,n=20
10.15,n=20
4.25,n=20
18.45,n=20
24.9,n=20
18.65,n=20
6.05,n=20
20.75,n=20
6.05,n=20
11.8,n=20
3.4,n=20
9.35,n=20
62.45,n=20
15.5,n=20
5.5,n=20
-2.7,n=20
37.15,n=20
3.45,n=20
2.55,n=20
14.15,n=20
32.3,n=20
-2.05,n=20
4,n=20
15.55,n=20
3.85,n=20
6.1,n=20
26,n=20
12.8,n=20
28.5,n=20
10.35,n=20
9.15,n=20
6.95,n=20
15.6,n=20
16,n=20
5.5,n=20
15.5,n=20
8.85,n=20
