"mean","max","group"
26.2316039751347,128.739599838742,"n=30"
20.8182724701522,83.1568906786752,"n=30"
15.0576248781466,75.290955935611,"n=30"
17.8958753656011,58.5830911960373,"n=30"
14.6348640946331,47.1646225054689,"n=30"
19.6004461027074,56.4145798947582,"n=30"
21.8177321734594,79.1670448663545,"n=30"
16.4095490989663,80.9181142928911,"n=30"
15.4008456520284,56.451855000473,"n=30"
20.6143565033333,85.1850411990538,"n=30"
20.1374222749891,105.066079826732,"n=30"
16.9879829796008,45.5386456862097,"n=30"
22.3338479392872,93.7921402552977,"n=30"
18.0569145465441,45.2222037492954,"n=30"
18.8637195278343,108.070908518215,"n=30"
24.9269850060344,89.1273896042271,"n=30"
21.7574358619406,90.5139326300393,"n=30"
18.4375573337081,78.4831198656425,"n=30"
16.2825497807349,45.7459574540086,"n=30"
23.1794321543724,112.934388809635,"n=30"
24.2604562141763,115.207302265598,"n=30"
16.2684510729939,62.2610661353836,"n=30"
16.6704432295143,65.9185084666977,"n=30"
21.2319392172395,60.0802341088673,"n=30"
20.3086851133858,99.9171874240833,"n=30"
26.3955209672441,125.428089752682,"n=30"
19.4633903043777,113.978099518253,"n=30"
17.4616777079466,76.6543735149217,"n=30"
15.546240652473,69.1621379520664,"n=30"
25.247204304149,129.795236244687,"n=30"
21.1427488861593,92.7290532687559,"n=30"
14.0908759235052,43.7531051972982,"n=30"
17.0347118169048,72.9195139887643,"n=30"
17.6057388478802,86.4384142259016,"n=30"
17.0962038328768,71.8195883515191,"n=30"
16.7430893213162,60.2445003673553,"n=30"
23.3864294073106,121.613234222505,"n=30"
28.1647314816113,95.4932985404387,"n=30"
23.7238020177495,71.621003556521,"n=30"
23.988633977363,114.74083274354,"n=30"
22.8911193282813,69.9521217647827,"n=30"
17.7921264286344,80.0083200218988,"n=30"
15.0290767171353,43.5215522696204,"n=30"
17.238481920377,77.6869962694955,"n=30"
15.4420648387846,66.4088594879875,"n=30"
16.5712926860559,64.4504585866857,"n=30"
17.3497917863821,68.2942356135616,"n=30"
16.7908860151205,52.5063000791936,"n=30"
25.0153535217635,86.4994741532041,"n=30"
16.0912791731065,58.7858433987866,"n=30"
18.4415344239061,70.5125634117564,"n=30"
20.2974034876283,97.3421140452549,"n=30"
22.8143291661885,97.1846160606342,"n=30"
19.5366516075801,58.2722037997017,"n=30"
18.8124240403226,56.3319399919281,"n=30"
19.9965467159335,68.608444627739,"n=30"
17.9100751379884,83.2924238541975,"n=30"
22.6127385018476,55.8195084299812,"n=30"
16.6189219084626,50.8813993980117,"n=30"
23.8898308913106,108.202975721736,"n=30"
26.0348064054293,132.258338585385,"n=30"
16.7090695298003,37.7577276138549,"n=30"
18.3754915061494,79.9346299054933,"n=30"
13.7684985968041,54.1630969543882,"n=30"
17.6916452182262,68.3695857193241,"n=30"
17.8973999698914,75.8732966664148,"n=30"
25.7853237624255,113.463574300137,"n=30"
18.1749473058623,46.0521626514812,"n=30"
16.3446449071714,77.971133361633,"n=30"
20.7245394373129,82.892539608748,"n=30"
20.1269320441274,110.49112650909,"n=30"
15.25791525513,68.1850299205551,"n=30"
17.30596319985,61.5401639822811,"n=30"
21.5205996077232,57.4835147306499,"n=30"
18.8192022977827,86.108738499332,"n=30"
15.1510180850892,46.1043107848634,"n=30"
25.9904745161849,96.1944077113524,"n=30"
11.3617190769249,57.5139310448655,"n=30"
13.5554307755464,70.5917405661158,"n=30"
15.6765256259866,62.7493677999745,"n=30"
16.0745536380425,47.4900802572198,"n=30"
15.9383404803756,44.337661274552,"n=30"
18.4569698231761,115.40812723594,"n=30"
23.542923888316,105.7959565834,"n=30"
21.3862353431196,61.5712754394779,"n=30"
14.7789663236954,58.9443369176159,"n=30"
21.6545204444394,103.870986433406,"n=30"
17.3055589943231,143.287524796071,"n=30"
21.0864013004051,68.8650906052361,"n=30"
18.6532459222547,72.2096522598986,"n=30"
18.1465672972618,55.1599687685199,"n=30"
24.7207897949543,85.4256104520091,"n=30"
20.4168151300743,74.2680464270425,"n=30"
23.222060730935,82.7379472139192,"n=30"
23.1475125202469,95.6370494464293,"n=30"
20.4258843045786,78.5666383388353,"n=30"
15.3836707701332,49.5006544490285,"n=30"
16.5889994050148,82.0100433709932,"n=30"
22.9674553055316,99.0064936889477,"n=30"
17.798206516281,71.4935697200608,"n=30"
18.5027186672476,40.9429985268002,"n=30"
15.5660639077341,39.4140723703389,"n=30"
14.4845530036325,86.5505389073744,"n=30"
13.6610182113474,60.659613010235,"n=30"
24.4988706916166,93.1530795195952,"n=30"
23.7969054687053,111.132852726414,"n=30"
16.1929634024642,55.7953698899517,"n=30"
19.3706715997596,56.8033692304007,"n=30"
18.8298486137447,52.6980868329234,"n=30"
18.2516480095025,81.9986687186075,"n=30"
25.4484218986058,87.0981794749353,"n=30"
18.0528806999207,114.06805108198,"n=30"
16.0859925918827,51.4978580275264,"n=30"
19.0186147442067,65.0736764039764,"n=30"
13.8415044458725,46.4819234211869,"n=30"
19.9518897261659,65.1764166321526,"n=30"
19.6176767024413,75.1699243185412,"n=30"
16.8471462820671,43.9574201974363,"n=30"
23.3023481774931,111.262633268804,"n=30"
16.5917530539966,68.9821058478127,"n=30"
26.6668735494671,101.088937794718,"n=30"
14.1335083596681,77.5250830183248,"n=30"
25.1099745958034,85.4162005284682,"n=30"
24.7891352645237,94.8372677663222,"n=30"
17.9721826241665,88.7995526889219,"n=30"
19.9138186535493,115.913359814121,"n=30"
17.3911100629636,86.6807312810719,"n=30"
16.5603658580492,72.9963834169221,"n=30"
23.2339685347423,73.1118161561799,"n=30"
17.0594943543822,42.526769225759,"n=30"
15.3960441192719,64.7981102730999,"n=30"
23.5857456143942,98.7247778413156,"n=30"
18.989509160355,84.5692548850432,"n=30"
12.9244008568464,62.9844208028088,"n=30"
16.238660091516,44.2900861818342,"n=30"
16.1466208425355,71.1072192319241,"n=30"
16.764631916741,40.9826352802997,"n=30"
22.1851894204705,89.505072603549,"n=30"
18.8679801677295,69.6159792375137,"n=30"
22.7404994510808,86.1341903308287,"n=30"
22.5502624031858,95.7068464854613,"n=30"
17.5439019504796,66.9330429997215,"n=30"
17.98374518571,138.033070221432,"n=30"
20.9053335394602,131.258053436764,"n=30"
18.1884429987842,85.1544735020406,"n=30"
21.8970523112299,87.2316939108239,"n=30"
23.0766427431209,64.0199965204964,"n=30"
22.5777904328555,71.8300680401635,"n=30"
21.1762008101396,63.6387027766476,"n=30"
22.0247009278964,64.061485227562,"n=30"
15.9281400034079,60.2196201648483,"n=30"
20.4046508755395,50.7424958397575,"n=30"
22.4198231310864,97.4560758785205,"n=30"
16.8990881131869,60.3392082419167,"n=30"
20.0057909031243,51.2081551154084,"n=30"
24.6024124269204,87.7293280461683,"n=30"
17.0086066660155,73.4256438496423,"n=30"
27.8970851985685,136.253447189816,"n=30"
22.2337473358161,121.838988953068,"n=30"
23.3798711140913,88.3747030992664,"n=30"
12.8764745582339,39.5712560025935,"n=30"
23.0114818365255,74.9919233801675,"n=30"
14.7863918619152,60.5967302966629,"n=30"
23.6311139319817,55.1199367244668,"n=30"
16.1221677503632,52.771341090364,"n=30"
24.3784610634339,81.3182030203653,"n=30"
18.8796906285592,87.2093889811888,"n=30"
25.0050714226038,138.944359113823,"n=30"
19.1429233725131,71.3638475213233,"n=30"
14.435858161541,92.8558275798216,"n=30"
25.0350774290289,86.3278822915744,"n=30"
18.7346522303653,75.7143689277482,"n=30"
25.3104478579866,87.4590954879179,"n=30"
22.7641491429542,76.4749118007358,"n=30"
16.7806951095269,68.0593803491364,"n=30"
14.8990975187641,79.1757516148401,"n=30"
21.0509506918154,81.5974022033525,"n=30"
23.158395743558,97.2993871303465,"n=30"
14.0432182455663,48.3761836190648,"n=30"
20.3944402920393,81.396447527678,"n=30"
19.3152745825065,93.4126017192259,"n=30"
17.987284862665,96.1111435988798,"n=30"
14.0973070370178,42.1496510208918,"n=30"
18.342374875937,76.0799027564836,"n=30"
20.3022471760784,64.9103940989742,"n=30"
22.6670898149832,151.306371307912,"n=30"
22.1663344033801,100.200289091265,"n=30"
19.5613953925087,63.7459059026013,"n=30"
23.774039546,86.5975935068218,"n=30"
19.5944266748854,69.3535707828471,"n=30"
20.3722165366221,64.2710339989433,"n=30"
17.8304063531697,86.8859587990726,"n=30"
23.1077729029435,162.09603267729,"n=30"
15.2940389697333,72.6836405279947,"n=30"
20.6116229771184,62.5880863034338,"n=30"
20.556794964075,50.2242035021014,"n=30"
19.6302103743137,86.1496936552297,"n=30"
12.0752039372349,34.8649658245926,"n=30"
20.3007858582662,71.9334734561753,"n=30"
20.738198901224,84.9453977445021,"n=30"
23.0240332965953,127.297801628598,"n=30"
22.9494561504724,80.3623945596528,"n=30"
22.6926397230214,73.2856462481332,"n=30"
29.7525218554878,177.894057770422,"n=30"
21.4875474248264,90.9704426625624,"n=30"
29.0747868089428,111.071068935825,"n=30"
23.4699680880977,86.7835700168643,"n=30"
18.1592379937035,67.6723606850872,"n=30"
20.0062858690807,76.2509746434999,"n=30"
18.9883075742397,59.1900205560444,"n=30"
14.3087965668224,60.8072891140881,"n=30"
16.4024126927921,56.5241694416771,"n=30"
20.616915436443,122.559122734501,"n=30"
15.4221763082862,52.948525806231,"n=30"
18.5974143268588,78.903199243815,"n=30"
27.1231197812473,132.061886444577,"n=30"
15.3240687623266,79.6110175135446,"n=30"
16.7493473049194,62.7204985639729,"n=30"
21.3051155429505,60.4397208955059,"n=30"
16.620083034065,56.0477240350018,"n=30"
16.4914342998602,56.1772504858347,"n=30"
23.4482627128968,73.8770882370782,"n=30"
15.6403811270051,59.1931702162991,"n=30"
16.917772623192,60.509751250626,"n=30"
26.1595874420394,83.6722004247838,"n=30"
23.1025029361351,67.3333419825802,"n=30"
16.178935067366,101.898108454128,"n=30"
17.2748503945522,51.0593755890555,"n=30"
18.2847272069128,68.3239959146748,"n=30"
22.6229451585516,92.8848896125212,"n=30"
20.151073358628,97.400693626781,"n=30"
16.5193659565713,73.4429128421199,"n=30"
16.9645311880917,74.2521629813028,"n=30"
21.1029067964631,69.16766449473,"n=30"
19.8912916331827,121.451842480137,"n=30"
15.2967181096606,71.754182215144,"n=30"
19.1538447101008,62.4901612069378,"n=30"
16.5569083291131,43.7201965202518,"n=30"
24.6975231112842,74.7018225076509,"n=30"
22.5638697347546,99.773466771335,"n=30"
22.0283882678734,115.999557303704,"n=30"
21.8249258807633,55.8132874107381,"n=30"
20.2861831493573,72.3906232002092,"n=30"
19.1098208805491,66.1233785714874,"n=30"
25.4476783145021,98.8650712684589,"n=30"
26.7488301962628,110.490295620342,"n=30"
22.7280805319504,64.4669723477135,"n=30"
20.1366484897945,65.7965420152912,"n=30"
21.1180919504587,66.2141053344975,"n=30"
16.3438487141176,52.4846961696572,"n=30"
20.4195881262726,82.9455412509752,"n=30"
29.7837513415984,100.729283962114,"n=30"
18.387072478078,92.8305526599399,"n=30"
19.0771896403259,78.2764888885331,"n=30"
18.6448566033475,56.2379522588024,"n=30"
17.306070421435,50.1250272591539,"n=30"
20.0117558616926,95.975757608737,"n=30"
22.769053328358,77.5816797477008,"n=30"
16.0844139220675,79.5281518581224,"n=30"
18.9572420411727,56.4212225408055,"n=30"
21.3827655718483,66.4548444714317,"n=30"
20.5826698177284,119.583062820866,"n=30"
24.8275446116971,86.0010717013731,"n=30"
25.0708442307696,112.769214802219,"n=30"
16.7129141782447,70.3071726444078,"n=30"
23.0116127323861,107.730046244045,"n=30"
20.4139206158319,78.9009228922381,"n=30"
23.906678202783,100.95203742446,"n=30"
22.2122549583505,71.5183160784555,"n=30"
22.4359743885532,70.7387080147804,"n=30"
19.1952653308845,68.3755762841473,"n=30"
16.9631420196018,70.6608666065049,"n=30"
19.8591035223327,79.2736152890039,"n=30"
19.894870014153,86.976928482379,"n=30"
17.2058995283711,63.9033900167713,"n=30"
27.4124173147417,112.423084913436,"n=30"
21.3907060521048,119.701956497339,"n=30"
23.7571427384703,79.1871420811903,"n=30"
19.8752904354716,58.074565377451,"n=30"
22.1379570496495,94.4173929789915,"n=30"
20.6276491403477,145.821960866224,"n=30"
24.6342294262492,123.891355686619,"n=30"
14.0497662897166,64.4153876569042,"n=30"
13.3884969347953,53.9284217704959,"n=30"
18.948116159002,65.3019390966663,"n=30"
26.985585196788,83.186171422328,"n=30"
21.3818895871904,85.8337616429015,"n=30"
21.2370913971885,73.6171479886031,"n=30"
22.3008893744615,62.4912242557774,"n=30"
19.0635966587912,92.2787819007292,"n=30"
15.9203693872677,50.5027214785047,"n=30"
18.0264807924396,74.2887456300569,"n=30"
23.2412053151136,79.004685390265,"n=30"
14.7388127000298,64.554599371172,"n=30"
23.0558175490115,99.0992424779504,"n=30"
22.7631158814747,141.33496341612,"n=30"
17.2647055257654,107.330059738536,"n=30"
19.5805658557996,77.5725753190828,"n=30"
22.2519994929618,77.5577952277798,"n=30"
20.6808905243114,65.7788678970108,"n=30"
28.3845328482727,115.389144115879,"n=30"
25.0213440846147,83.1554551008058,"n=30"
15.7766584543645,56.7917667295704,"n=30"
16.2661841087145,65.4781274463902,"n=30"
22.4441900432102,79.7361249807191,"n=30"
20.4279450359705,82.6290390971017,"n=30"
18.9400284001019,69.3642737378552,"n=30"
27.7193095484266,83.355129828446,"n=30"
16.9180678209733,65.0491674210796,"n=30"
21.1641492731994,86.3641480306044,"n=30"
20.5892275826182,138.022705427519,"n=30"
22.1841734188383,79.5967579963517,"n=30"
16.1464691335905,59.3175420131455,"n=30"
20.2023403776631,80.7712186458421,"n=30"
15.549596520116,36.214591225978,"n=30"
16.0156954792384,99.6459970191913,"n=30"
19.5131765376759,100.983096094509,"n=30"
23.1649989340733,112.866985354421,"n=30"
20.2894640738923,66.4647787775765,"n=30"
20.710812078656,72.8719870331598,"n=30"
16.4626530649231,57.8360885348091,"n=30"
16.8776060119913,72.1318654301477,"n=30"
24.0066685775335,153.983869133588,"n=30"
20.370624596076,53.2890345503516,"n=30"
17.9480468550914,57.458366032981,"n=30"
22.5933515389562,133.625898018368,"n=30"
16.2483712178532,103.667986126323,"n=30"
25.2839562400585,56.8817862087356,"n=30"
23.2583628235388,76.1238626191191,"n=30"
22.975365710738,56.3357268240223,"n=30"
16.4985383359376,69.4037770564756,"n=30"
19.6386938483275,73.5005253020996,"n=30"
19.3987440796674,62.7034556832085,"n=30"
19.6233732032311,77.5842292192292,"n=30"
19.2359592536374,62.7480529215107,"n=30"
16.3617883679483,61.0179875757466,"n=30"
21.1457971498191,90.6872425177946,"n=30"
21.5637656159855,85.8830801347151,"n=30"
25.4051968456297,89.0513747517892,"n=30"
22.2353013740937,74.8566542151284,"n=30"
23.6699560262274,67.0379728045235,"n=30"
18.4243385306124,66.2262985076676,"n=30"
19.7314838377966,59.1259971088025,"n=30"
20.6021835519297,96.0508099892988,"n=30"
11.2281978454233,32.444367398346,"n=30"
17.3238719814705,55.6098430455929,"n=30"
23.4716707651619,89.4505706453131,"n=30"
22.6223249295458,164.722070274946,"n=30"
17.2302867078637,56.4731521253962,"n=30"
16.5358820463112,49.9433746155926,"n=30"
21.1474824143474,85.5821887353316,"n=30"
23.9955471331516,83.0344657185388,"n=30"
21.2362251351655,95.1476440528288,"n=30"
17.9217237057648,55.3869697053857,"n=30"
18.1145548821752,73.2690992485292,"n=30"
19.2682272410916,56.4202892746697,"n=30"
19.4598040809956,101.956962312424,"n=30"
18.0182832908309,65.4094520177612,"n=30"
18.7352476945558,61.6747738120836,"n=30"
19.4143273746586,92.1303627589598,"n=30"
18.4691053853286,66.8537585532161,"n=30"
22.4958064058193,79.712565017188,"n=30"
20.4739886982837,114.440278702213,"n=30"
23.000223681775,97.3827714312485,"n=30"
17.4363142392986,54.1054088224597,"n=30"
23.4328042437015,160.670365868207,"n=30"
19.3171329111814,106.606842012783,"n=30"
18.8278505146932,61.8405012752781,"n=30"
21.5891100598775,70.4875584476015,"n=30"
16.0729238436719,75.4782239678216,"n=30"
18.5641532008087,69.7748408047236,"n=30"
21.0789618780797,60.3484636511574,"n=30"
23.7116214442085,93.6918643811598,"n=30"
15.6871925152394,84.4655798948745,"n=30"
19.6289523864107,45.0383656074233,"n=30"
18.98653747443,97.2197661117511,"n=30"
21.801130343744,127.537960663327,"n=30"
22.0660435429125,116.442019634678,"n=30"
18.5872330946897,60.063977387167,"n=30"
15.5298309826647,56.0270325572182,"n=30"
14.694812471305,63.9912821318875,"n=30"
25.5726783662424,90.9567341903105,"n=30"
23.8270464498445,84.6924512734964,"n=30"
23.5421231022677,82.872429299624,"n=30"
18.2005755255692,49.9705155673776,"n=30"
25.8160568302163,99.2675519439518,"n=30"
25.446972412315,128.551487579831,"n=30"
20.5980202615612,92.8025988438978,"n=30"
16.8113639518124,56.7964172485383,"n=30"
18.0458332566507,74.1356870475899,"n=30"
25.3042025243519,119.8815377617,"n=30"
18.7461478737547,134.605283394345,"n=30"
23.2790962518097,88.5412368873015,"n=30"
21.067955358498,117.602243118717,"n=30"
20.1990098656386,81.0138071658922,"n=30"
15.6409059690147,72.034302249906,"n=30"
19.0529440917756,77.5032983305764,"n=30"
18.0740835266054,67.4095496501694,"n=30"
17.0734683131376,43.7323327398668,"n=30"
18.4462199246503,62.6175095230325,"n=30"
23.431900921706,125.73890587881,"n=30"
15.394888131843,66.8707801368008,"n=30"
23.3593369161397,103.191996332069,"n=30"
16.8066259784677,74.7881637092169,"n=30"
18.5677378701608,50.1531354685254,"n=30"
16.717989522871,46.0870625426002,"n=30"
21.3682187341187,87.5469336608305,"n=30"
16.9765077634655,112.466571026279,"n=30"
16.3722083438507,73.5254288795305,"n=30"
19.8001838022832,78.8298864248109,"n=30"
18.8066517781756,93.0521760085478,"n=30"
14.4903758565065,49.3549946445863,"n=30"
20.8502832596283,89.0732071498289,"n=30"
20.3600139619378,75.2499945047212,"n=30"
24.1395837021258,94.5988026955977,"n=30"
17.1298504061192,59.6275748278866,"n=30"
25.8294538847769,94.724765787448,"n=30"
27.7420927993107,151.708726502004,"n=30"
16.8871713603414,76.4788954536227,"n=30"
19.1442678374613,68.4808677401314,"n=30"
20.0171519484365,104.288776160295,"n=30"
21.1394989658366,74.706170612908,"n=30"
12.1074788458824,67.7313467826614,"n=30"
17.2131665314805,64.1456803645859,"n=30"
15.334791469378,50.2425184043656,"n=30"
23.0351666475779,75.2648071456324,"n=30"
20.8547393774015,83.0721734049631,"n=30"
18.3320173127553,71.8263642075372,"n=30"
15.6979586111354,67.3723271455536,"n=30"
21.4656227607163,75.5252389195276,"n=30"
20.3737879085023,96.6751185754194,"n=30"
21.2648809108204,88.9279631474867,"n=30"
15.877131055439,45.1387933988996,"n=30"
18.3540279306154,66.4938943054447,"n=30"
19.2766405499317,59.5392742719422,"n=30"
14.2764115808302,36.5598341805821,"n=30"
21.7082937559354,127.041018203339,"n=30"
21.8603183385705,74.6988240959954,"n=30"
16.1101161933613,54.253465120954,"n=30"
26.9052949574096,108.986768455883,"n=30"
23.238891002543,92.9167390268312,"n=30"
21.8061241577935,98.350937099834,"n=30"
26.845468904229,87.2366881912924,"n=30"
21.2895265574113,127.228641167172,"n=30"
15.1153814074861,77.8015945437265,"n=30"
18.1917188164471,53.6288347442575,"n=30"
13.9257400995102,48.8638030596984,"n=30"
19.3943498805579,75.1927358987642,"n=30"
17.3662547467586,126.712243181448,"n=30"
20.1371073280091,48.1705798556037,"n=30"
20.9419633928853,68.0686828460465,"n=30"
24.6683003443891,145.156244582719,"n=30"
15.9337452456379,74.4915608511293,"n=30"
22.2046305415829,95.9107194045439,"n=30"
20.9685009602982,62.5283712115059,"n=30"
26.9120076198202,113.174223595097,"n=30"
11.2123268118486,49.0475526799388,"n=30"
17.6771084573081,77.8717696484564,"n=30"
16.2098211813154,88.323180691312,"n=30"
14.3838989718138,52.0518955190606,"n=30"
13.1720129697473,40.2176296295398,"n=30"
13.8938015207694,80.9872982981515,"n=30"
21.5071773735495,91.7591781652482,"n=30"
22.4700294475305,107.083097429653,"n=30"
17.9336466681475,116.343066387608,"n=30"
20.9826622302821,66.0800513591538,"n=30"
17.6874471246424,75.4238025429559,"n=30"
21.1858200883711,124.498560123875,"n=30"
18.8939144161939,57.5875106420288,"n=30"
16.9104708488485,43.7125490208097,"n=30"
23.0978513249015,106.404347153087,"n=30"
19.4386282396459,76.7282762829351,"n=30"
21.1061266573485,64.1755041446457,"n=30"
14.290329395963,49.0864514161773,"n=30"
12.7778031793308,35.2282272634988,"n=30"
20.9644113363461,101.119339199443,"n=30"
18.0477152323429,91.309134731616,"n=30"
20.4177506676421,78.3704812410188,"n=30"
22.3520082403352,104.920986624141,"n=30"
20.2904644093447,70.1026986124826,"n=30"
22.2479505136317,75.257575046256,"n=30"
20.4315919693246,87.8380743975653,"n=30"
24.336145646215,90.8750575274366,"n=30"
20.6614272938003,94.6394065717116,"n=30"
14.2597032179265,32.3689900694375,"n=30"
23.0654408392403,106.051842745375,"n=30"
22.6619213015511,115.881087397369,"n=30"
19.0958583663287,52.248336036963,"n=30"
21.6109360731396,69.8069787773097,"n=30"
16.9818815330179,67.6158633794556,"n=30"
19.5381728690884,60.2917521653743,"n=30"
22.7608037090114,56.0406187143097,"n=30"
20.8123779242648,69.1246305372486,"n=30"
21.4624052205188,114.501278095676,"n=30"
17.2066821761532,68.2781304385433,"n=30"
28.0081550911966,116.487791233494,"n=30"
27.2406013399595,165.182504234907,"n=30"
20.3360746495141,62.844074812151,"n=30"
18.5426541811697,83.9330444434538,"n=30"
22.9860758961926,96.4042524197951,"n=30"
16.0080615952234,51.8834220220275,"n=30"
20.7075736390125,111.477389030888,"n=30"
22.4858469004954,141.164879715449,"n=30"
20.1175060898983,61.8119522895584,"n=30"
26.5437299277229,75.6640345933748,"n=30"
20.7541053160272,60.9198930825958,"n=30"
23.4396866654516,84.8207373967614,"n=30"
30.1420524714303,118.297960453465,"n=30"
20.6430491614288,126.786997222648,"n=30"
22.8234677970022,109.477326603313,"n=30"
19.3947647409117,67.8396655585537,"n=30"
19.4845715619885,80.1933298590494,"n=30"
23.4954529551131,80.1172668817354,"n=30"
16.206064194001,50.4057066340632,"n=30"
26.4596647065052,91.0334233144179,"n=30"
21.8726535179009,82.0168010475946,"n=30"
18.6243702418369,96.2909392217055,"n=30"
18.6322383064131,88.5253450969115,"n=30"
22.4623156897418,115.563016715177,"n=30"
19.4547781086242,79.2619008901429,"n=30"
17.3106643277148,53.3716004689164,"n=30"
27.3325677572242,103.256600828548,"n=30"
19.6704854039425,61.2767302956352,"n=30"
25.7392664116606,83.0361403110338,"n=30"
22.0459720051944,64.0129125084648,"n=30"
19.7364191623495,80.7819677474809,"n=30"
19.6973449046208,54.3012825001903,"n=30"
17.3750122645511,53.1031917382903,"n=30"
15.9317089595929,87.1110699275389,"n=30"
22.1200199846824,110.409562321086,"n=30"
16.6725107297112,58.1080090965996,"n=30"
23.0441187150041,62.789710632589,"n=30"
21.2013063654192,62.5894452597866,"n=30"
19.6940304504135,57.5381931628952,"n=30"
21.5271407095823,67.1872959997425,"n=30"
25.6660923832895,77.9100982430291,"n=30"
14.742700959246,57.9177756819538,"n=30"
21.4161096894248,95.4040823081389,"n=30"
17.8821011278292,102.701965796109,"n=30"
23.47638364732,80.4709748509241,"n=30"
23.7153484425882,103.955269785305,"n=30"
20.740128451745,60.4749800231228,"n=30"
26.2377861878464,92.728299866046,"n=30"
19.3403466677098,109.701071710964,"n=30"
19.3399638851388,115.421605996223,"n=30"
17.5539628102581,55.7892915572891,"n=30"
15.1195765235469,87.9856291973173,"n=30"
20.378062379752,69.1114911403427,"n=30"
20.7737089007678,78.1852103355241,"n=30"
19.997511787094,85.9649733403578,"n=30"
22.0363617175982,105.854887475042,"n=30"
15.9321733133573,44.5252574582524,"n=30"
19.6700233828948,99.8284361080127,"n=30"
