"age","height","income"
20,73,22160
31,74,20000
37,68,22011
55,64,20133
37,65,20752
24,74,21465
32,64,21742
18,70,21263
19,75,22425
22,61,22182
23,70,21416
36,70,19575
19,63,20402
30,71,20866
43,62,22070
19,70,21257
36,69,22024
32,68,21119
32,71,20605
33,61,21654
27,69,19150
30,68,20013
26,71,20606
34,71,1e+05
23,72,21376
38,69,250000
57,66,30000
31,70,21371
41,70,19306
30,73,20287
27,73,80000
33,69,21918
33,67,18945
38,69,20917
45,68,19652
36,67,60000
32,70,21373
28,70,20943
34,62,20837
30,64,20656
34,69,20134
61,68,20088
31,68,21939
21,70,21457
38,68,21105
24,67,21556
31,63,20710
34,66,22763
33,70,20343
27,72,24041
31,70,20814
45,75,19600
33,71,19163
27,63,20525
41,71,70000
29,72,20782
25,76,20678
47,68,20057
30,70,1e+05
21,73,20000
29,70,70000
32,68,19731
33,67,20878
42,69,20084
23,72,5e+05
23,74,24288
43,64,19934
23,63,21563
28,67,20419
38,67,20101
26,72,20970
39,74,21233
28,72,21193
20,65,19736
46,62,21941
28,69,50000
29,73,40000
30,70,40000
36,67,20000
34,69,20471
39,72,20382
33,74,20524
22,67,50000
39,72,18209
40,70,22327
34,64,22631
26,74,20862
30,73,19718
38,65,23409
38,70,50000
25,64,20381
36,62,30000
24,64,21673
35,67,21968
27,74,22670
32,67,19897
40,68,20308
33,64,60000
33,73,20475
32,66,20380
34,72,21332
24,69,50000
25,62,19184
31,69,40000
35,75,20342
22,68,60000
23,64,21127
23,70,20000
36,69,21732
26,76,20660
47,73,20651
39,60,21064
26,70,20722
34,64,22957
24,64,21519
34,71,20405
50,68,20699
30,70,21735
28,71,21791
32,69,20452
38,68,50000
25,64,20097
24,72,21663
27,73,20000
32,69,21421
31,69,22278
40,67,20470
30,65,19987
29,69,20108
27,69,20968
27,72,20178
23,68,20441
26,74,20574
40,75,22888
25,68,20000
37,73,20200
35,60,21695
31,73,19288
28,69,20219
23,70,21160
38,68,21536
23,71,22142
30,72,21365
22,71,21973
27,74,40000
25,68,50000
26,68,21447
25,70,22209
35,60,22909
30,70,21550
24,74,40000
43,68,20685
26,72,19966
48,71,22923
29,69,19784
28,69,20821
36,64,20863
46,65,20766
23,76,20844
25,74,20123
59,70,20000
19,70,22720
31,73,18955
33,63,1e+05
26,71,20251
21,66,40000
38,74,30000
31,69,19794
21,67,20000
49,64,21341
19,73,20062
23,69,20996
42,68,22452
42,72,19996
46,68,19768
53,68,21165
51,68,21377
37,64,22665
32,66,40000
24,64,20389
29,72,50000
25,70,19750
25,65,60000
23,67,19289
35,73,1e+05
45,76,21014
33,68,20533
26,70,21377
30,71,21209
34,68,20378
30,70,20093
25,72,21983
43,74,21370
20,67,20000
27,70,80000
23,71,22126
27,72,20082
31,68,20619
23,71,1e+06
28,72,21180
27,70,20819
26,65,20713
47,72,20294
21,68,21081
25,72,1e+05
28,63,20187
40,69,20790
22,75,20418
40,66,19902
29,72,21843
31,70,20762
36,74,22553
26,72,19999
39,68,20004
44,69,150000
48,65,22013
35,71,21035
28,64,20465
30,72,22618
25,70,1e+05
30,70,20000
27,69,19725
36,67,20391
29,64,19940
39,68,150000
32,73,30000
33,66,21155
36,61,21900
25,76,20831
27,75,19009
29,72,21123
30,70,21429
31,66,21676
26,69,22631
24,63,22187
34,66,20521
24,68,30000
27,73,19634
22,73,1e+05
29,64,21092
23,68,20003
22,68,22928
21,67,20459
25,67,1e+05
32,70,22372
32,63,50000
28,72,21868
30,72,21615
26,67,21159
21,66,19380
20,63,20359
36,73,150000
27,65,20680
27,76,20446
25,66,20490
44,74,18677
40,65,19708
21,71,22180
31,68,19834
33,70,20233
29,62,19269
27,65,20000
25,67,23047
31,64,21936
23,62,19942
26,66,21657
25,70,21639
21,66,20000
22,67,21666
32,72,21170
24,67,21510
27,73,20094
38,65,21097
28,72,21071
32,66,20246
24,67,22589
23,58,22538
45,62,21639
47,69,23044
35,72,20950
42,67,50000
37,70,21052
34,64,40000
26,70,22607
29,66,21754
26,70,19689
22,64,20888
36,70,21788
28,66,21153
28,69,20845
41,73,80000
24,65,21290
24,66,20568
27,72,21009
32,66,20206
27,61,19943
24,67,20505
23,74,21115
27,64,20625
26,74,18945
41,67,21762
34,68,1e+05
40,70,1e+05
24,65,21107
23,71,1e+06
30,64,20875
27,67,19967
29,64,21869
29,66,22451
31,71,1e+06
38,67,20551
28,73,80000
33,66,150000
28,74,21507
35,67,20685
25,66,21363
31,71,40000
28,69,21291
30,71,21717
26,68,19636
23,61,18837
43,75,21729
24,66,22008
35,74,19775
30,69,20000
23,62,20817
21,65,22444
40,60,20410
26,74,19815
23,68,22063
23,64,19729
34,73,20000
33,64,20349
25,67,20543
28,73,60000
34,66,19599
21,60,20000
23,70,20113
30,69,23250
31,67,18704
37,72,20108
32,71,21944
23,65,21252
28,72,21899
24,65,21371
40,71,20494
27,66,21145
43,69,23084
27,66,22729
27,74,21599
23,73,21569
30,64,20305
30,64,21092
29,70,21732
22,66,22365
41,74,21723
23,66,22346
25,66,19865
31,68,21737
22,61,20000
30,68,20954
30,72,20942
26,72,20732
40,67,150000
31,59,22578
34,68,20775
36,65,21422
34,66,18624
23,74,20512
23,67,20896
45,72,21352
35,71,21026
20,66,19628
39,66,1e+05
39,67,1e+05
35,67,21483
33,64,18890
35,71,21543
32,72,20454
29,64,22733
30,69,20963
27,62,20802
29,67,21482
25,69,21164
31,70,20002
22,70,20699
42,72,21272
30,69,21111
38,67,50000
39,74,20690
47,72,21449
35,72,21400
42,71,20301
24,67,23168
43,71,21916
31,66,70000
26,70,60000
27,65,20986
38,67,20956
25,69,22219
47,71,150000
26,65,80000
25,66,20860
29,70,1e+06
36,71,20207
30,69,19158
24,62,19153
33,65,20466
31,64,20883
34,71,21717
38,66,21375
30,65,20000
35,66,20993
37,60,20950
32,72,21347
28,76,20138
32,68,21045
25,66,20378
40,62,21785
26,64,24388
37,67,21248
26,72,20424
26,73,19651
41,74,20915
26,63,20103
29,68,21492
28,65,21887
37,73,20624
33,65,21077
37,72,1e+05
25,66,21220
28,75,1e+05
28,64,20490
33,67,20349
25,62,23018
26,68,40000
40,75,250000
34,70,23799
28,68,21149
34,75,20902
23,66,22825
25,72,50000
30,66,20286
35,66,1e+05
31,74,23828
26,68,20987
26,66,21234
23,68,19556
25,61,20209
23,66,21330
45,72,21042
31,64,20207
26,67,20455
21,68,20000
37,73,21720
26,63,19857
45,68,19793
27,70,21858
27,67,21034
21,69,20250
30,67,21032
25,67,21355
23,72,22094
22,69,21584
36,74,1e+05
35,72,20988
26,71,21006
47,72,20341
32,74,150000
35,66,21295
29,72,19884
26,63,1e+05
24,70,21960
35,73,20634
24,67,20543
64,67,22784
23,65,20000
27,69,22642
24,68,20000
33,67,20075
56,70,21360
49,73,22154
28,74,20549
32,76,20426
38,68,22973
31,63,22094
28,71,20283
33,73,22164
41,67,20469
27,68,21004
37,69,150000
30,69,22293
28,71,21001
35,75,250000
34,67,21267
28,69,1e+05
42,67,20956
28,71,80000
27,62,20129
43,71,150000
24,66,20000
24,64,30000
30,65,20467
40,70,20555
22,66,20631
37,70,20635
44,71,1e+05
31,69,20461
48,70,20717
28,63,23084
29,70,21902
38,68,1e+05
44,71,20621
31,72,20699
49,64,19544
23,64,20833
33,67,21548
27,69,20343
37,68,21737
28,71,21001
18,71,20000
30,72,20452
33,71,20588
25,64,20215
21,71,20000
28,73,30000
31,70,21499
23,69,20830
43,69,70000
37,68,20411
45,71,19557
34,68,20562
63,72,20391
25,69,30000
28,67,19526
29,62,20353
29,66,20933
25,70,22000
24,71,20160
30,69,250000
40,67,20382
36,64,21392
40,71,19542
25,65,21133
25,70,80000
31,61,21159
26,67,20000
27,75,20849
23,65,22527
30,74,20201
25,62,20320
34,67,50000
30,63,21347
27,74,50000
19,59,21786
23,65,20390
30,62,21584
27,63,20277
25,70,40000
24,69,21131
42,66,21379
27,71,20000
25,70,80000
28,73,21171
28,69,21200
25,73,19958
36,71,21160
20,71,21368
19,71,19074
23,76,19413
36,71,50000
25,71,21441
37,72,22092
37,72,20025
25,74,21055
37,73,21084
39,67,24262
42,73,21288
45,66,20000
31,69,22525
24,72,21759
36,69,18623
29,71,80000
30,72,22481
23,72,20142
29,71,30000
30,70,19507
24,68,80000
33,68,20000
25,70,20000
27,70,20437
25,72,1e+06
24,66,22793
28,71,20000
26,68,20699
22,71,21389
32,77,22177
28,70,50000
18,66,20330
40,68,21546
25,67,18936
31,74,20656
23,72,22006
21,72,20000
35,73,21232
37,71,22385
20,72,40000
20,68,22480
24,72,1e+05
23,70,22301
23,72,20870
37,69,22701
23,71,21700
18,69,21036
25,70,21765
25,71,21320
28,70,20521
26,78,20299
31,70,80000
33,69,21287
32,67,21316
31,65,18705
24,71,21252
33,66,1e+05
35,66,20863
19,69,20000
26,67,1e+06
31,72,21419
32,66,21987
29,72,20463
48,73,21813
25,75,19510
29,71,20472
35,63,21023
28,71,19923
24,70,20276
18,71,22233
64,68,21777
30,64,22133
23,62,20805
41,62,19916
21,69,20818
30,66,21688
56,69,21775
30,63,22397
33,66,23217
37,67,21710
26,66,22856
24,70,80000
25,68,1e+06
26,66,21523
41,63,20894
59,68,20650
32,66,20460
29,69,21334
35,69,19846
58,63,19866
34,66,20060
29,66,22348
37,63,19826
22,74,20654
45,65,20380
20,74,20843
33,75,22549
42,70,70000
25,68,22018
22,72,20000
30,67,18323
25,71,60000
25,64,21031
30,71,22043
25,68,20085
22,71,21266
34,72,20164
39,69,20004
31,70,21119
46,71,20395
29,73,250000
30,72,21113
37,72,22849
35,72,21396
32,66,20579
28,69,20799
31,68,20634
36,73,20313
22,67,20103
43,71,21125
37,72,70000
60,68,60000
25,70,20522
37,66,21626
40,68,20327
29,64,20329
25,73,19533
30,74,20825
27,68,20617
25,70,20971
31,69,21538
28,68,21317
26,68,19047
24,61,21552
26,64,22563
30,71,21258
29,72,150000
41,68,20090
45,68,21995
30,62,50000
26,70,20668
32,67,19748
26,64,21963
46,71,21480
31,72,21277
21,62,19318
33,72,22347
51,69,19692
31,73,20832
26,59,20285
68,75,19702
44,69,21492
38,70,21107
31,62,21072
29,62,19562
23,72,20000
23,72,22322
20,70,21079
29,72,60000
24,70,21263
27,70,20925
29,64,22136
32,72,21821
35,63,20503
23,75,20000
26,77,22395
21,72,1e+06
32,65,20740
36,60,20870
37,68,60000
22,65,21501
25,72,22039
38,58,21690
40,69,22524
39,70,20748
23,65,19487
25,68,20250
33,76,20792
28,68,19988
32,65,20980
26,69,19969
37,72,20332
28,71,19576
40,70,1e+05
28,64,20786
29,64,19071
23,69,20000
22,63,30000
38,67,21802
65,62,20634
31,68,1e+05
30,65,20618
41,68,20694
25,70,22351
25,64,19681
33,73,20367
26,64,19268
22,76,19624
42,66,20898
28,71,20519
27,64,20551
31,68,1e+06
45,66,20581
51,68,21417
30,74,21443
28,73,1e+05
32,70,50000
47,70,19314
28,74,20875
27,67,19900
27,67,21372
35,65,21988
23,64,20523
25,71,80000
38,64,50000
32,68,21507
33,69,20727
57,62,23131
40,65,21751
25,68,20104
30,65,21665
26,72,21547
30,64,21030
26,68,21667
27,72,40000
18,63,20438
59,66,21326
32,67,20556
35,67,20913
38,76,20892
25,70,20274
24,71,19780
20,73,21509
26,70,21013
25,67,20000
29,72,22721
47,72,20757
33,68,22182
29,68,21045
36,73,19016
27,67,20306
26,70,20105
26,70,20895
27,60,22186
25,67,21081
43,65,20000
38,72,1e+05
27,68,22014
37,64,21659
21,77,18896
23,63,21188
38,72,20000
29,69,21558
34,76,21328
41,68,20740
27,71,70000
24,70,21994
25,67,21068
23,68,21648
20,72,20932
26,64,18250
24,71,20000
19,62,21650
63,66,21159
21,72,22884
28,69,21126
28,66,20510
25,70,20131
33,67,21044
29,67,19756
44,67,20451
49,70,20435
27,63,70000
26,70,22440
36,62,17703
43,73,22638
21,72,20000
31,73,150000
41,74,22396
34,75,22078
22,65,20312
48,71,22090
29,60,20789
23,72,20417
25,70,22312
29,66,21712
24,66,20845
37,70,19333
24,62,21558
44,64,22182
32,68,70000
40,65,20198
30,73,22504
26,71,19739
32,71,22010
24,68,19632
23,74,22928
27,68,80000
32,65,19758
26,77,19816
25,67,21037
34,68,20763
24,72,20470
42,68,22024
44,73,20730
31,65,19739
48,71,80000
59,67,20950
43,66,21207
36,74,21994
29,70,60000
33,71,20139
29,61,20406
27,75,20410
64,73,20081
25,70,20455
38,66,22467
37,62,20256
61,64,150000
24,74,20000
26,72,21086
35,68,22324
33,67,20396
33,72,19526
27,65,21423
40,64,20077
32,76,22251
27,69,22165
31,78,21612
29,73,17992
31,70,20652
34,71,23040
60,69,19292
23,69,22142
32,71,22705
26,68,21467
21,68,20393
32,74,20776
26,67,21495
21,63,20857
33,70,20766
24,70,22790
31,67,22056
32,71,21392
24,66,20270
23,72,30000
28,63,19973
25,70,20000
35,69,20241
27,75,20301
26,68,19656
26,68,20616
27,69,70000
31,70,21313
28,73,21665
34,72,21296
28,71,20462
41,68,22533
25,72,30000
25,72,30000
23,71,60000
37,72,20718
38,67,50000
27,72,20337
35,72,20753
34,68,30000
28,71,19473
24,70,21269
25,70,20000
26,70,21947
28,67,20024
20,71,20359
29,68,21535
38,70,20107
30,66,21943
24,75,20647
25,78,20070
24,72,1e+05
24,66,21468
24,73,40000
25,70,20230
35,71,50000
27,71,21123
22,72,21346
27,76,21438
27,73,21362
40,70,21796
28,72,22532
30,70,19612
33,72,20499
27,72,1e+06
29,68,20825
43,74,21801
26,70,21716
33,70,21516
29,69,21647
26,68,19908
29,75,21616
25,70,21784
36,74,1e+05
28,74,20869
39,74,20570
30,72,22095
23,74,20339
27,70,20215
23,64,40000
39,69,40000
31,70,60000
37,70,1e+05
42,67,60000
62,72,20573
26,71,21974
41,73,20233
32,71,21427
41,70,1e+05
22,69,22459
25,72,21807
47,73,20818
35,68,21600
36,71,21792
33,72,40000
25,71,22544
27,71,250000
28,69,1e+05
26,66,20751
24,70,50000
19,70,22016
21,64,21136
32,72,20028
25,68,19472
27,69,22209
38,71,30000
28,66,18968
35,67,20500
28,65,21114
27,70,19371
25,70,21583
24,64,21064
28,71,20952
35,72,150000
29,71,20038
32,68,80000
43,71,40000
27,75,80000
28,73,20619
44,71,20530
51,71,20000
33,67,20440
39,69,20997
24,69,21929
29,73,19380
37,69,20876
27,67,20000
25,62,19473
28,67,21019
37,67,60000
31,63,20762
24,71,19745
30,70,21434
42,65,40000
30,70,21475
24,68,19989
33,70,21086
26,66,20431
32,65,20832
44,62,20836
29,61,20041
27,70,1e+06
26,73,20091
37,69,1e+05
25,70,21296
30,68,22663
28,67,21816
27,65,22335
25,67,20346
22,69,80000
26,69,22437
28,72,50000
48,65,20966
36,75,150000
26,71,21950
28,63,21447
30,74,40000
23,66,20680
33,62,20381
47,66,20349
53,62,21288
38,64,1e+06
39,70,19948
25,62,21568
25,73,19416
32,63,21758
25,70,20939
28,68,80000
24,66,21394
28,61,21987
22,70,20275
32,74,70000
32,66,21441
25,62,22092
34,65,19353
22,68,20884
27,66,20891
22,69,1e+06
29,71,20788
39,69,20000
39,68,19804
35,70,50000
19,64,20000
24,69,20118
26,71,20490
25,64,21930
21,65,22446
41,70,21200
30,64,22277
36,62,21198
26,63,19309
28,63,30000
25,70,20272
22,66,20413
34,70,19925
30,72,22509
35,67,22414
32,68,19864
21,70,20244
32,67,21760
43,72,20752
29,68,18196
27,73,20824
61,67,21953
24,63,19936
39,71,21563
38,72,20900
39,69,20932
26,59,50000
31,73,21205
34,72,22826
30,72,21975
26,74,21372
41,65,20857
57,69,1e+05
58,67,20215
34,72,20235
40,69,22187
33,73,21012
25,65,40000
31,70,20156
40,72,21160
31,71,21314
47,69,1e+05
27,66,20873
33,68,21734
45,66,1e+05
38,64,19729
35,67,20953
45,72,1e+05
29,63,20435
27,70,80000
29,74,1e+06
26,64,21107
64,70,21989
38,70,22302
25,66,21302
31,74,70000
29,63,19471
25,65,1e+06
58,68,19809
31,65,20858
26,72,20781
27,60,20580
34,65,80000
27,67,20838
26,63,20411
38,70,22264
33,74,19340
24,62,21246
45,75,21970
26,70,20226
28,69,20188
33,66,21208
27,67,20000
29,65,21603
50,70,20758
38,72,21616
42,64,19865
26,70,21135
31,70,20063
20,59,21795
29,72,19380
39,68,21553
32,70,21952
27,69,20000
25,72,22129
56,67,20411
26,72,21044
23,69,21641
22,68,21335
26,70,20000
23,63,20000
30,65,1e+06
26,64,21895
22,70,20401
20,68,21214
26,69,21074
21,73,21100
26,72,50000
36,67,21273
39,64,20276
28,67,19733
27,62,21014
31,71,1e+05
57,71,20698
28,69,21508
41,74,22167
38,69,150000
24,60,21913
44,75,20983
36,71,20255
25,72,19676
29,67,21019
37,67,21107
26,64,20427
31,68,23347
22,71,19734
30,69,22069
39,69,22485
27,70,150000
40,70,22193
31,74,20410
34,69,80000
29,67,21124
25,73,21095
31,69,22820
20,66,20000
39,69,21979
22,71,21056
32,65,21555
31,66,20184
28,65,21519
23,68,1e+05
28,66,19299
34,67,19812
38,62,40000
32,70,21580
39,72,19558
27,69,21424
43,70,21295
33,61,20007
26,68,20937
28,68,22327
29,67,19693
20,67,19005
29,70,22231
31,64,40000
28,69,22345
59,65,20996
37,63,21367
26,62,21492
26,72,22564
42,63,21992
23,69,21082
27,66,40000
31,68,60000
26,72,21626
25,74,21824
42,63,22538
33,67,21414
21,67,20000
25,62,19445
27,73,21733
29,72,19863
46,73,20336
41,69,19848
32,64,21736
35,69,19638
45,71,80000
30,70,21383
25,59,30000
35,68,21238
22,65,19699
30,70,20478
24,75,22085
25,76,80000
42,69,20717
20,66,20190
37,60,20057
57,62,20917
35,65,21364
23,69,21481
36,67,20954
28,64,19434
32,74,21673
23,65,20216
22,74,22223
27,67,20151
34,64,22789
43,70,19538
30,69,19849
44,67,19748
32,69,22848
64,70,50000
32,66,22047
33,71,19569
22,65,21063
29,67,19991
26,62,21464
22,62,21377
25,72,20000
49,69,20174
27,75,19504
24,70,22147
37,60,21421
38,70,21546
21,64,21175
36,64,22160
27,70,20310
29,77,20776
33,64,19923
29,68,21714
37,68,21148
59,70,20967
34,69,21558
26,83,20853
39,72,20290
24,64,20887
39,71,20801
50,73,150000
22,69,22302
35,68,1e+05
34,69,21602
25,70,21744
32,68,21176
29,72,19641
30,67,70000
25,65,19979
34,68,20517
22,64,20000
25,70,20000
27,69,50000
25,72,19100
33,71,19878
26,67,21718
65,73,21427
39,62,19914
68,74,20768
24,68,19938
23,65,21830
27,74,30000
23,71,21638
27,74,19440
61,66,50000
21,65,19687
48,66,20376
40,72,21337
22,65,21051
42,62,20751
24,70,20000
20,64,21206
24,63,21916
27,69,20000
60,67,21226
48,77,60000
27,69,19309
31,63,20426
23,62,21020
40,62,20710
23,72,21057
37,65,21233
22,65,22158
19,62,21552
25,68,21393
30,64,21548
19,72,22063
18,66,22121
37,62,24406
