"response","gender","race","edu","income_bracket"
10.0559961802335,"f","white","HS","less_25"
11.3117236697863,"f","black","HS","above_75"
11.7616260826203,"m","white","less_than_HS","25_50"
8.11079197862803,"m","white","HS","50_75"
4.75920837428627,"m","white","college","less_25"
6.05523127991071,"m","white","less_than_HS","25_50"
11.6986645812313,"f","hispanic","HS","50_75"
9.46897825966572,"f","white","college","above_75"
9.59948269455878,"m","white","HS","above_75"
3.72606505316179,"f","white","college","above_75"
11.2135498881891,"f","white","college","25_50"
12.5753070626098,"f","hispanic","HS","25_50"
10.6430333748386,"f","white","less_than_HS","50_75"
10.6780773361147,"m","white","HS","50_75"
9.11970200922075,"f","black","HS","50_75"
8.31862217266675,"f","white","college","less_25"
12.4598124766726,"f","white","college","above_75"
8.15053259910494,"f","white","less_than_HS","above_75"
5.56980833839459,"m","white","less_than_HS","50_75"
10.1968498910586,"m","white","HS","50_75"
5.21861912078818,"f","hispanic","HS","25_50"
9.97777863311084,"m","black","HS","50_75"
14.7753776268475,"f","black","HS","above_75"
7.7077278238251,"m","white","HS","above_75"
8.84282908301768,"f","white","college","less_25"
11.5626429803824,"f","white","HS","25_50"
11.6803414317593,"m","black","HS","25_50"
8.77533632879333,"m","black","HS","above_75"
10.4008313676641,"m","white","college","above_75"
10.7319054899672,"f","black","HS","50_75"
9.04128620268147,"f","black","HS","50_75"
9.27872072968481,"f","white","HS","25_50"
11.3146996703771,"f","white","HS","less_25"
9.64110343112347,"m","white","college","50_75"
12.6616514940996,"m","white","HS","50_75"
10.7771161456265,"f","white","college","50_75"
11.978053332586,"m","white","HS","50_75"
16.933687126767,"m","white","HS","50_75"
3.21999556993897,"f","white","less_than_HS","25_50"
5.61367924919536,"m","white","HS","above_75"
13.6949387400672,"m","black","college","50_75"
12.9858812212609,"m","white","HS","50_75"
7.41736729353882,"m","black","less_than_HS","above_75"
6.95284271477403,"m","white","HS","above_75"
9.78608339801016,"f","white","college","50_75"
9.47242729534309,"f","white","college","25_50"
9.55493804876105,"m","white","HS","50_75"
8.58063216696572,"f","black","HS","50_75"
15.6541137203499,"m","white","HS","50_75"
11.060929815188,"f","white","college","25_50"
12.9205674560075,"f","white","HS","above_75"
7.8310600982717,"m","white","HS","50_75"
8.07437194817145,"f","hispanic","HS","less_25"
7.32667800118457,"m","hispanic","HS","above_75"
10.1497846382315,"f","white","HS","50_75"
11.864553583244,"m","white","HS","25_50"
6.72511994421665,"m","white","HS","50_75"
11.5356770930216,"m","white","college","above_75"
10.3450154019665,"m","black","HS","25_50"
7.00362784595931,"m","white","HS","25_50"
8.47322959231686,"m","white","HS","50_75"
12.8547907055254,"m","white","college","50_75"
15.3425989934644,"f","black","HS","25_50"
15.5098883422036,"f","white","HS","50_75"
10.4098723322243,"m","white","HS","50_75"
11.6283267249923,"m","white","college","25_50"
7.42755134268102,"m","white","college","above_75"
11.9484144872881,"f","black","HS","50_75"
10.8044042103469,"f","white","HS","less_25"
14.8593192454257,"m","hispanic","HS","25_50"
10.1539190799069,"m","white","HS","25_50"
8.13225618761528,"m","hispanic","HS","50_75"
8.30454026285569,"f","white","HS","50_75"
9.48101580036875,"f","black","HS","50_75"
11.1162899768437,"m","white","HS","less_25"
11.3674482564353,"m","hispanic","HS","above_75"
11.5893358220876,"m","white","less_than_HS","50_75"
3.45670768445785,"m","white","HS","above_75"
4.74830714127464,"f","white","college","less_25"
12.1471316565254,"m","white","HS","25_50"
10.1706592140824,"m","black","HS","50_75"
5.23132577137566,"f","white","HS","above_75"
10.5736414252834,"m","white","less_than_HS","50_75"
11.5171784953707,"m","white","HS","25_50"
13.3209624828171,"f","white","HS","less_25"
11.9735869315333,"m","white","HS","25_50"
6.47205281340704,"m","white","HS","25_50"
8.44047283907323,"m","white","HS","25_50"
9.67270575355194,"m","white","HS","50_75"
11.2815556795621,"m","black","less_than_HS","50_75"
3.75266521547019,"m","black","HS","50_75"
14.1127622026354,"f","white","HS","25_50"
13.8709294484645,"f","white","college","25_50"
10.8014581781323,"m","white","college","50_75"
9.73360296282644,"m","hispanic","college","25_50"
8.26845548426271,"m","white","college","above_75"
10.3805527319306,"f","black","HS","less_25"
7.8416024506867,"f","white","college","50_75"
11.2642351319899,"f","hispanic","less_than_HS","50_75"
5.97457854929909,"f","white","HS","50_75"
13.1125513855215,"m","black","college","above_75"
8.86776752316052,"f","white","HS","above_75"
11.5063659191507,"f","white","HS","50_75"
9.3672333369041,"f","black","HS","50_75"
11.2190351493798,"m","white","HS","25_50"
5.27695671074358,"f","white","HS","above_75"
9.23597565874768,"f","white","HS","50_75"
10.401260960323,"f","white","HS","above_75"
9.59260044453803,"m","black","HS","50_75"
7.33955338604174,"m","white","HS","25_50"
6.12195964892445,"f","white","HS","50_75"
7.60153916125978,"m","black","HS","50_75"
12.8556487059001,"f","white","HS","25_50"
12.4841561986797,"m","black","HS","50_75"
10.8496588736168,"m","hispanic","HS","50_75"
3.54355329044926,"f","white","HS","above_75"
10.6905340055624,"f","white","HS","50_75"
10.3628214826899,"m","white","HS","50_75"
12.561783126018,"m","hispanic","college","50_75"
2.23500200370981,"f","black","HS","25_50"
12.1067591837739,"f","white","HS","above_75"
14.2253125970149,"f","white","HS","25_50"
5.07093887926192,"m","white","HS","50_75"
18.7060617201051,"f","white","college","50_75"
15.0582750331495,"m","black","HS","50_75"
6.15307211133052,"f","white","college","25_50"
12.3272216967899,"f","white","college","above_75"
15.5875905510971,"f","white","HS","above_75"
9.57693360841047,"f","white","college","25_50"
12.3986400066491,"m","white","less_than_HS","less_25"
10.1173625868584,"m","hispanic","HS","above_75"
0.995915403747915,"f","white","less_than_HS","50_75"
10.6718408240078,"f","white","less_than_HS","25_50"
13.6311920350891,"m","black","HS","above_75"
9.34661378819943,"m","hispanic","HS","50_75"
11.6820084389124,"m","white","HS","50_75"
8.59604174814073,"m","white","HS","50_75"
2.5860700419785,"m","black","HS","50_75"
10.5405352266936,"f","white","less_than_HS","25_50"
3.96963863895324,"f","white","HS","25_50"
8.79548682923627,"m","white","HS","50_75"
14.297446468954,"m","white","HS","above_75"
12.4039130883504,"m","hispanic","HS","50_75"
8.97824478284878,"f","black","college","above_75"
8.04870870495971,"f","white","HS","less_25"
13.1732872175555,"m","white","HS","25_50"
13.0476178620657,"f","white","college","above_75"
10.7737489693842,"f","white","college","50_75"
9.90678137898368,"f","white","HS","50_75"
8.03741025333379,"f","black","HS","25_50"
10.0571179290313,"m","white","HS","50_75"
10.6422314235442,"m","white","college","above_75"
8.10130138743306,"m","white","HS","above_75"
15.6344599634923,"m","white","college","25_50"
10.9936172666121,"m","white","less_than_HS","50_75"
6.71374596414824,"f","white","HS","less_25"
10.7279489587436,"f","black","HS","50_75"
10.649199788327,"f","white","HS","25_50"
12.3777354990319,"f","white","college","50_75"
8.2685047265659,"m","hispanic","HS","50_75"
11.8430391201099,"m","black","college","above_75"
13.1783395578136,"m","white","HS","50_75"
8.1185149427632,"m","black","less_than_HS","50_75"
10.167103416988,"f","white","college","above_75"
6.86806579578432,"f","black","HS","above_75"
17.0434456273948,"m","white","HS","50_75"
9.50322255861535,"f","black","less_than_HS","less_25"
9.48568534842501,"f","hispanic","HS","25_50"
6.80855460823902,"m","white","HS","50_75"
10.4091056424589,"m","black","college","less_25"
7.92544065597013,"m","white","HS","50_75"
18.4091138691493,"m","white","college","above_75"
7.41135003872912,"f","hispanic","HS","50_75"
4.13449290815871,"m","white","HS","above_75"
11.4287159107907,"m","hispanic","college","less_25"
9.17009365685365,"m","hispanic","HS","25_50"
2.85335181087995,"f","black","college","less_25"
11.5017522821712,"m","white","less_than_HS","50_75"
12.9927272776182,"m","white","HS","50_75"
10.2743894072813,"m","black","HS","above_75"
6.63409412831042,"f","black","college","50_75"
13.3916346435439,"f","white","HS","above_75"
6.73347322523567,"m","white","HS","50_75"
10.4795264089531,"f","black","college","50_75"
8.62454672015648,"m","white","college","25_50"
13.0259384303283,"m","black","less_than_HS","50_75"
9.39185933781601,"m","black","college","above_75"
13.1860472454279,"m","white","college","25_50"
14.0236524706264,"m","white","HS","50_75"
12.7381218402714,"m","white","college","25_50"
11.4964778833904,"m","white","HS","50_75"
12.9222891677881,"f","black","college","25_50"
9.47259505088961,"m","white","HS","50_75"
9.00003317834699,"m","hispanic","HS","less_25"
6.97974698126757,"f","black","HS","50_75"
8.85832005678498,"f","white","HS","50_75"
16.0765542949227,"m","black","college","25_50"
5.5054779695409,"m","white","college","50_75"
11.823309648897,"f","hispanic","HS","25_50"
12.4775940848659,"f","black","HS","50_75"
1.8923435719203,"f","white","HS","above_75"
10.8511460860279,"f","hispanic","HS","above_75"
6.33386585773136,"m","white","college","50_75"
7.76413535756083,"f","white","HS","above_75"
8.9610055089468,"f","black","HS","50_75"
12.3342588538806,"m","white","HS","50_75"
6.42423829074032,"m","black","HS","50_75"
10.8290802779826,"f","white","HS","25_50"
11.0735017919687,"m","white","HS","less_25"
8.71059044819305,"f","black","less_than_HS","50_75"
14.5627721144592,"m","white","HS","above_75"
12.8306109570308,"m","black","college","less_25"
9.49760527432107,"f","white","college","less_25"
10.1606311679547,"f","white","college","less_25"
12.168734820741,"m","white","college","25_50"
12.6114782615056,"m","black","HS","less_25"
10.6458481069027,"m","white","HS","above_75"
12.2621349450136,"m","white","less_than_HS","50_75"
10.1706035517348,"f","white","HS","50_75"
12.091833822034,"f","white","college","25_50"
6.50284329043188,"f","white","HS","less_25"
6.52272789995125,"f","hispanic","HS","25_50"
7.4002808349393,"f","black","HS","50_75"
9.95230118156649,"f","white","less_than_HS","less_25"
4.34638830721446,"f","white","college","above_75"
10.4038862659319,"f","hispanic","HS","25_50"
8.23243685387161,"m","white","HS","above_75"
11.7340153278933,"m","black","HS","50_75"
12.5671658538134,"m","white","HS","50_75"
6.85978659839284,"f","white","HS","50_75"
11.0636494342335,"f","white","less_than_HS","25_50"
12.4453586896122,"f","white","HS","above_75"
11.7899575814478,"f","white","HS","50_75"
11.3681416753922,"m","hispanic","HS","less_25"
2.95082921084677,"m","white","college","above_75"
8.51019131979654,"m","hispanic","less_than_HS","50_75"
8.35079358278562,"m","white","HS","50_75"
10.3935063330006,"m","white","less_than_HS","25_50"
12.6757492922843,"f","white","college","less_25"
10.9797736843371,"f","white","HS","50_75"
11.9727248465838,"f","black","less_than_HS","50_75"
14.1971447104417,"m","white","college","50_75"
8.20784223726885,"f","white","less_than_HS","above_75"
15.2939543147245,"m","white","less_than_HS","50_75"
10.9237452616718,"m","hispanic","HS","25_50"
12.5651236386138,"f","white","HS","above_75"
8.71227675635607,"f","white","HS","25_50"
7.62625413720167,"m","black","college","50_75"
10.7221697447251,"f","white","college","above_75"
8.16846811664554,"f","black","HS","50_75"
10.1651150800294,"m","white","HS","above_75"
7.71646558800225,"f","white","HS","50_75"
5.87924970076416,"m","black","HS","25_50"
8.13811529068807,"f","white","HS","above_75"
9.94701346128187,"m","white","HS","above_75"
6.57704099236678,"f","white","HS","25_50"
10.6521221272169,"f","white","college","25_50"
15.7045970987766,"m","black","HS","50_75"
13.1582781284233,"f","white","HS","less_25"
8.84014477496823,"f","black","college","50_75"
8.3168644051457,"f","black","college","25_50"
13.309040811489,"f","white","college","less_25"
11.3408854868954,"f","white","HS","25_50"
10.2894409416488,"m","white","less_than_HS","50_75"
11.8662642411668,"m","white","less_than_HS","25_50"
13.6776996014414,"m","black","HS","50_75"
9.93907212873371,"m","white","HS","above_75"
5.79706513848298,"f","black","HS","25_50"
6.68695951104696,"m","white","less_than_HS","25_50"
13.60154663555,"m","white","HS","above_75"
6.55677341478901,"f","white","HS","50_75"
6.40428826094256,"f","white","less_than_HS","less_25"
11.3886673744672,"m","white","college","50_75"
8.3791889791757,"m","black","HS","50_75"
6.23059227542186,"m","black","HS","50_75"
12.0248135597097,"f","white","college","less_25"
8.85024831729784,"f","white","HS","50_75"
11.3126625637006,"m","white","college","50_75"
11.1336223876495,"f","white","college","less_25"
12.4191500989494,"m","black","HS","less_25"
9.67111035440429,"m","white","college","above_75"
10.5250424538484,"f","white","college","50_75"
7.85647591916407,"f","white","HS","50_75"
13.1962496830417,"f","white","college","above_75"
11.8842301354126,"m","white","HS","50_75"
9.03025012506724,"f","white","less_than_HS","50_75"
12.331038482459,"m","white","HS","25_50"
6.21588434702461,"f","black","HS","50_75"
9.34722208522105,"m","white","college","25_50"
11.6372179110086,"f","white","less_than_HS","50_75"
5.17457327002193,"f","white","college","50_75"
8.04251167905851,"f","white","HS","25_50"
13.6873623312678,"f","white","HS","above_75"
12.6978244482747,"m","white","HS","50_75"
9.04774109610064,"m","hispanic","HS","50_75"
13.1196822077203,"m","white","college","25_50"
10.1488506253824,"m","white","HS","25_50"
7.5534936953106,"f","black","college","less_25"
12.1053886868435,"m","white","college","less_25"
10.9255961746708,"f","white","college","50_75"
13.1103570941176,"m","black","college","less_25"
4.66862480884424,"f","hispanic","HS","50_75"
14.7110537053879,"m","white","HS","50_75"
5.43546930728003,"m","hispanic","college","less_25"
8.98188261356805,"m","white","college","above_75"
8.84632899394658,"f","black","HS","above_75"
12.6906458440656,"m","black","college","less_25"
5.17509046233166,"f","black","college","50_75"
12.3011016472239,"m","white","HS","50_75"
11.8454704638536,"m","white","college","25_50"
8.43249887338796,"m","black","HS","50_75"
10.3750144359134,"f","white","HS","25_50"
11.3504593954341,"f","black","HS","50_75"
10.9770986670702,"f","black","less_than_HS","less_25"
6.779629492954,"m","white","HS","50_75"
8.86338583304047,"f","white","HS","50_75"
9.10056138252157,"m","white","college","50_75"
10.6078915248982,"m","white","less_than_HS","less_25"
9.90639322137879,"m","white","HS","50_75"
8.83496439098143,"f","white","college","50_75"
5.93994785118541,"f","hispanic","HS","above_75"
5.45703272146015,"m","white","college","25_50"
11.4268234830834,"f","black","HS","less_25"
8.58183654390581,"f","black","college","50_75"
8.18308421405536,"f","black","college","50_75"
10.485792647695,"m","white","HS","above_75"
8.97443693309463,"m","black","college","50_75"
8.4306168027029,"f","white","HS","50_75"
10.3860747001232,"f","black","HS","less_25"
10.8325847221047,"f","white","HS","less_25"
8.44636485220793,"m","white","HS","above_75"
8.19111430490677,"f","white","HS","25_50"
10.2737998154179,"f","white","college","25_50"
8.81125726572558,"m","white","college","50_75"
9.62848143379487,"f","white","college","50_75"
12.9363498401526,"f","white","college","25_50"
13.8230244283953,"f","white","college","less_25"
12.5948509923584,"f","hispanic","HS","50_75"
11.3033222198158,"f","white","HS","50_75"
8.4881618834522,"m","white","HS","50_75"
4.41761329370347,"m","white","college","25_50"
13.0153751060168,"f","white","HS","above_75"
16.1661958777846,"f","black","HS","50_75"
7.26637046910186,"f","hispanic","HS","less_25"
5.55508675989766,"f","black","HS","25_50"
7.65808736868215,"f","black","college","above_75"
11.4098562318878,"m","black","HS","25_50"
12.8021057051401,"m","white","college","above_75"
13.2463878799561,"m","black","HS","25_50"
9.34520508830967,"f","white","HS","50_75"
9.61004607908445,"f","black","less_than_HS","above_75"
12.8965394605834,"f","black","HS","above_75"
9.91044747453678,"m","white","HS","50_75"
9.24810451920064,"f","hispanic","college","above_75"
8.47156880313045,"m","white","HS","25_50"
10.1657652772594,"m","white","HS","above_75"
14.2127005992083,"m","white","college","50_75"
9.0688034885857,"f","black","HS","25_50"
5.99504239364522,"m","black","HS","above_75"
9.57953448877827,"f","white","HS","less_25"
9.6195912366293,"f","black","HS","50_75"
8.18260333658749,"m","white","HS","50_75"
6.1107504889866,"f","white","less_than_HS","50_75"
7.7935833660571,"m","white","HS","50_75"
12.0276265624351,"m","white","college","50_75"
10.0284844683659,"m","hispanic","less_than_HS","25_50"
14.0041632301305,"f","hispanic","HS","50_75"
6.63762598985308,"f","hispanic","college","25_50"
18.1672861886086,"m","white","HS","25_50"
9.74353222326968,"f","white","HS","25_50"
11.7358337195916,"m","white","less_than_HS","50_75"
12.1346686960566,"m","white","HS","above_75"
14.1835454526624,"f","white","HS","above_75"
10.8990617114031,"f","hispanic","less_than_HS","above_75"
5.65639018818259,"f","white","HS","above_75"
11.9790522757882,"m","black","less_than_HS","above_75"
10.379687169852,"m","black","HS","50_75"
3.28723917278144,"m","white","HS","50_75"
11.9399097875091,"m","white","college","above_75"
14.8479057144867,"m","white","college","25_50"
13.4545325364394,"m","black","HS","50_75"
11.4307045349363,"m","black","HS","above_75"
9.51026574474657,"f","white","HS","above_75"
13.703574878092,"f","black","less_than_HS","above_75"
9.23998773570336,"f","white","college","25_50"
10.6828800531451,"m","black","less_than_HS","above_75"
13.5079882556917,"f","white","less_than_HS","50_75"
11.7996575708745,"m","white","HS","50_75"
9.4226423807047,"f","white","college","25_50"
5.11865809769301,"f","black","college","50_75"
3.90760813674006,"f","white","college","50_75"
11.5119976978375,"f","white","HS","25_50"
10.2524827119163,"m","white","HS","less_25"
10.8850079978054,"f","white","college","50_75"
12.1453762450333,"m","black","HS","25_50"
10.4373682053428,"m","white","HS","less_25"
8.12041098148406,"m","white","HS","above_75"
