x,y,z
227.44962444895017,359.41375767439,a
199.7303626191576,327.12629030156575,a
179.99468102119846,325.489100856929,a
192.77323152980813,319.6848270833125,a
168.2015035536524,314.6290950202955,a
147.72176479737684,314.6672734784588,a
158.79598576815164,215.81003675111606,a
115.10395002383513,246.91384245354985,a
141.6291476330355,267.6376214140813,a
133.47622628615972,267.2984308966245,a
168.71330555471044,218.84864578888283,a
169.92548853009836,274.9540442190189,a
177.10521834016808,281.8103696633083,a
168.83858177209416,251.57897764638852,a
174.12684109399157,249.76156384378874,a
222.83826126247098,258.94734987035497,a
205.3597110511585,275.94091579438805,a
180.27736652360068,294.7462117815397,a
181.83546804945564,241.97335055015003,a
143.45835176978008,299.09806052842583,a
151.78960887013216,242.31597700732038,a
176.4244733027826,236.34902213520184,a
90.32338724262425,225.26867652152464,a
145.24390566556207,269.84666329071035,a
98.93996682858362,234.01171382990776,a
140.29259656599817,314.6940433045252,a
135.71016088217274,353.80934578562125,a
153.70995342789993,273.60327164052694,a
144.6806599582327,284.9486884280383,a
176.15155053203006,312.91229004466396,a
167.70335859161204,340.45783077867395,a
162.96394367487105,371.750505405393,a
169.29016427041455,355.6430859914043,a
150.14719180889114,332.33301320017557,a
162.11354922687465,345.83620703423895,a
146.97671476722977,350.61799467160756,a
195.7561448078097,363.4483611859283,a
131.50463945264104,365.9950967812027,a
217.1867313418137,306.3822892857982,a
161.5144516364761,371.2374015576342,a
136.34075801693237,374.2982382417257,a
185.23153609454613,358.1394007297603,a
143.58135981805938,346.9218511739141,a
180.35787439033686,335.24800543400806,a
142.07940555533497,333.1757105331326,a
197.8681705510025,414.0213300782836,a
140.53591753858223,406.42446201827,a
138.68091194826468,418.6653802423139,a
123.91333303615576,394.4182814299237,a
138.6479237400228,357.4688665484856,a
104.96961913425278,401.8464870196377,a
154.7887066166898,385.51211375058193,a
78.4025323842672,380.15436527436094,a
95.83626936880995,388.5528216098029,a
118.06516885704788,398.5020283771814,a
68.33704631493426,427.79966888141416,a
139.28862567300794,411.5906538003682,a
110.58419732123225,398.653708222899,a
144.14845403680164,394.39895650429406,a
106.49677861853559,401.3985803738772,a
135.6156940708877,400.07423433380757,a
134.89334102509403,425.73445835812583,a
152.05759310535748,398.4176156979936,a
162.49627079188502,420.31760438833766,a
176.4901650830937,436.9605380881188,a
162.4081967227287,389.9948847295657,a
196.6221329375324,444.25161303352206,a
177.90545484582066,365.63274801617365,a
206.86020042246804,385.4222598171632,a
161.5549180270044,386.20936644763225,a
215.0282888202158,363.38823795640883,a
176.38525572510957,374.20455614990453,a
155.98849307031566,359.18224376932346,a
174.2663685892539,347.0859471465784,a
209.061452382394,376.4745358832916,a
234.3943470748267,360.54589776933216,a
207.80944848658672,358.8434523801325,a
210.3195628022129,349.75135620752826,a
245.16842046822936,371.3706345733856,a
208.61423393651296,309.12288303061695,a
176.49914688544132,329.44353245196646,a
234.65442891858095,345.80782936507444,a
219.18988115292703,362.056722604566,a
256.93972142966635,371.1538581497059,a
197.3851735098755,292.89609034570606,a
184.0976768956482,347.8794014557204,a
194.39216614326213,284.68713497066597,a
249.11982863288722,312.6440827509424,a
204.0789598034463,273.42820783149256,a
237.8090240003346,325.5812785749902,a
196.66578058368833,308.56815153611205,a
230.28442764925896,293.9411812055608,a
249.213880576041,323.9366967388537,a
279.4855825059508,313.54125826961564,a
240.53314508904202,329.18556235122185,a
241.82015524604887,309.0818164585836,a
241.6524064335052,354.06986260442875,a
294.1170088920853,306.9583137835805,a
264.94222109755935,48.1625553675762,b
319.79363944150333,95.38211651790488,b
317.60783622096267,144.76562429883745,b
337.347705441009,49.24209014089291,b
276.47615783937977,66.14974285805692,b
311.569806137871,87.77880460461319,b
342.9656312451679,107.68470556331789,b
285.05992020255576,113.30631431352504,b
321.738377448406,104.16175663281052,b
351.77100786762026,89.4387846375962,b
336.09692844693745,66.927973388782,b
321.0285238589201,60.55178609339828,b
325.84654667567975,120.05769805271274,b
325.7771673643848,142.27050358245435,b
344.66430063384865,49.718365658951086,b
270.5088566672902,113.95764418073645,b
308.66972854196644,68.04867616219292,b
381.5139275929684,99.59713722136496,b
322.5590692931911,115.05403950526176,b
330.7240618787892,79.49179481290514,b
388.2753427323587,98.88592493670359,b
307.3884542999725,110.69400854674274,b
333.6435847895377,103.94738225865052,b
325.6610164712722,77.22335328344428,b
368.61335693781916,107.9375844221932,b
380.0150392846144,108.40300439127202,b
368.62369170423244,95.14134290168016,b
351.10492834446217,116.97594567778589,b
321.5627056581039,94.11355043965182,b
391.4829587128222,129.67939952090376,b
387.2492132034599,135.70067283361078,b
321.74078106127365,96.98269283109215,b
349.2950580723569,121.29083786686385,b
371.84159650188155,91.35105714156782,b
349.5039985309379,124.59862778642236,b
366.3428250123963,147.5351091495695,b
361.1112623217953,132.11284953596794,b
369.39531137051586,100.59899690505307,b
329.3404112814139,66.5773430649972,b
329.07103031429426,89.523525030489,b
361.54401920387284,131.38434264435045,b
362.5182838751647,109.07915210836444,b
369.4297720857623,147.16471989236788,b
372.94835471760155,109.24699374361848,b
335.9213174675231,137.2255507270537,b
352.5984680229474,120.47606362163174,b
386.2158209121285,130.67613076880804,b
383.30167238781064,129.97579822897882,b
376.69226758284526,150.44561126774613,b
386.0727506501249,135.3585603726729,b
414.44066880165553,158.93499276018628,b
348.20126897784087,123.01703305471943,b
398.47103961707995,187.3870342700883,b
386.0503893234402,185.89249928783028,b
398.535777739606,131.52416074844723,b
393.16373433810446,202.19892290728473,b
392.67270811390205,120.75595078154583,b
379.75960874564004,172.79017957869507,b
400.34855927491316,181.46313594122978,b
406.2479379746847,138.17420850041105,b
411.4541112713425,211.34008616332545,b
410.89863420853857,178.39244240728112,b
404.2471500186331,180.57326707447487,b
444.81469144568945,207.37170670638432,b
425.88527497066593,178.20310189591123,b
394.72464478943476,211.43235799401145,b
418.36176496649387,193.07367172273013,b
478.8700998903508,179.907799128472,b
409.27960658268114,151.81677022888653,b
438.6249691827411,174.78185277963047,b
491.88082169327873,202.33769350936666,b
444.19612892842537,189.86387919946458,b
407.94559474468537,184.8834260638984,b
431.47805025542135,210.76099776563734,b
447.75035854464755,211.178148766609,b
463.3028314266381,217.53761871072317,b
508.46975544152394,162.0445224610582,b
482.0330020605267,169.66734590461886,b
427.5688011730192,227.60579995668576,b
461.65699247181,248.02428944971004,b
466.57918567979584,209.98432242076495,b
498.3094979808181,237.7353990998251,b
507.77891090363926,250.4550236811342,b
496.0189445822381,231.3355114652685,b
422.56964679213183,254.743572929611,b
498.2427073743377,275.2420879235001,b
496.7734050867891,215.0958478158932,b
501.8330558983,249.40050330812852,b
474.6876829085427,273.7815619362498,b
473.65391685398595,216.34252574865877,b
471.26294328774844,201.3959202534835,b
459.6712547103137,249.87719885443616,b
452.8759761122266,280.2931029562947,b
482.9694634266813,280.9294781761956,b
486.33880128094745,282.3788727217744,b
466.815303916504,293.72742302829363,b
543.2907096951105,274.66351140800595,b
534.095822842458,272.4500873706371,b
494.2623202117336,266.05592423123795,b
515.6444580405744,317.65743648810826,b
515.2348010922391,306.474902284221,b
506.72688067351277,303.3916949317128,b
495.35031071038895,282.4411279082967,b
495.51253401337647,276.8696978946746,b
505.65921312609555,271.89330795025955,b
433.9373765187062,303.4680503685247,b
521.995768981342,258.68351852636215,b
550.9452236821417,289.8945838745412,b
536.5618329787205,314.2871513293969,b
496.4503569780068,292.3414072422964,b
538.8419990618211,293.86933077946355,b
470.76259932749474,298.4085898587708,b
577.5780802862711,342.6045719655617,b
533.9588838454873,324.1396992862934,b
541.4507610324229,373.79760696651095,b
556.6344448688252,261.62540331976345,b
567.2757376790179,293.43308685609003,b
545.9280620426007,313.78376793603763,b
599.1565793262329,304.4917123151075,b
499.206134268324,288.5810940443322,b
515.2190369665174,306.36659485104474,b
569.5334622874241,292.5975274715126,b
582.6588527540055,315.5642349155055,b
611.5795052097923,304.3075874080293,b
577.752304745747,349.51360347331183,b
572.6240518111052,345.0793749241191,b
571.5368907460307,339.9317401136484,b
599.6142944855965,347.36605841068183,b
598.0562269497157,323.1328257701499,b
520.0753900821021,385.44685643276773,b
632.2136745956914,385.46708181929176,b
578.7816992405592,351.71932232275446,b
612.1800181493451,388.8825664212138,b
578.2918456420048,363.7228360138963,b
573.7692269085661,396.24575860225127,b
620.6584155768057,385.30290281782385,b
641.6435479738311,388.0183336602044,b
617.9759364823444,426.49974240342203,b
584.2144396160971,370.62426581098225,b
600.2258569311572,407.2601627116083,b
645.7585359239899,374.43550034706016,b
571.7018113086923,398.36935142193926,b
570.6971378550851,431.22888884740524,b
581.3800001415807,381.87984154677486,b
584.440964323751,418.0762773873321,b
614.2614698349525,414.23516007101773,b
574.0864352067173,386.2570268065037,b
571.0378281439502,390.0495718622684,b
636.8972905282279,347.9665401303091,b
625.4381977396497,357.7224408003277,b
617.059203191553,379.44068014169414,b
573.0940094386156,417.7814093004515,b
613.5278840542486,387.260663341504,b
570.4717887549997,372.4351695496879,b
599.1801905326341,389.66034499657394,b
585.0273725896714,350.82132284412876,b
640.2996958658458,356.31507109444124,b
618.8718272215141,385.3490001080729,b
576.9699415145295,334.9115582486378,b
605.6059072955545,321.59671534688584,b
593.521296632441,334.85558695786597,b
587.473323117862,331.74715800661653,b
560.1026700546734,305.0779866893295,b
564.6010421474265,304.05934447506786,b
542.907682526867,304.3046825394407,b
598.3765094215273,284.1609881832419,b
556.3122103324768,257.22520437228127,b
537.9488418311422,286.34699481777375,b
592.1733470905627,300.034203856891,b
563.0041818388154,200.0801110235792,b
542.2672581959993,235.83411030768713,b
530.8408204766217,222.33315277892376,b
575.913558667484,285.4208238899668,b
573.8171855393214,276.3417140307557,b
552.9473971467728,279.30821619880385,b
600.5709201545294,245.58506093440275,b
515.7117964584224,227.4519027043965,b
497.5431682508658,169.8363037174667,b
500.74473297762296,174.59370820938705,b
501.8280632895476,142.04118260205155,b
474.96228496001584,137.56985634421233,b
468.76624674036145,149.72766987043929,b
418.74801387383116,131.6802422151987,b
508.70066533595264,159.45708017687178,b
447.2465384366963,112.29379121521032,b
469.1260722515144,111.08815569367505,b
463.95210938220123,108.03215990938855,b
415.2228216182655,153.92818164120376,b
410.350846152277,140.04316141914518,b
488.2366526331945,111.03620349472163,b
404.50217224019923,141.86892917401713,b
455.79166486975225,77.31057243109257,b
424.14182829957906,103.17793742521019,b
453.8944969546838,70.90531809641152,b
390.1111890559116,115.09624642566064,b
409.8677858588984,78.93925630061113,b
390.1625434617148,87.85701084740248,b
412.5379629746529,94.22663064314145,b
418.7599277264457,54.92812486432365,b
409.6041875351157,43.700949798581405,b
395.93571562246115,43.286459282228975,b
404.5996998324832,73.75063284538089,b
375.0433807821907,59.07853005154715,b
367.78930600687465,69.15115055580969,b
358.99328294734624,69.95848929789219,b
394.5827579455349,65.17544641224043,b
369.2341266330266,64.97842845061916,b
356.71734568693864,100.15339010632829,b
357.58828842095784,26.365611774095953,b
348.34023706368924,57.711274408899385,b
352.75362069552665,42.70859441450989,b
355.1093051583602,28.239630921048615,b
344.1861951823201,64.146421349136,b
385.4943349244045,104.39946903843304,b
338.3473223499682,62.99635053860004,b
320.1337095678402,33.30806604261687,b
354.30033719961796,31.987958192058272,b
375.66839905868767,48.52794136017212,b
413.4082903035932,22.537987688206442,b
403.5019128238045,48.086922332839094,b
376.25306728180556,37.57344287204211,b
364.03974860114903,42.81458618273314,b
